"","Hotel_City","Review_Date2"
"275545","Vienna",2016-01-04
"275553","Vienna",2015-12-16
"275554","Vienna",2015-12-12
"275558","Vienna",2015-12-03
"275560","Vienna",2015-11-25
"275563","Vienna",2015-11-20
"275564","Vienna",2015-11-18
"275575","Vienna",2015-09-24
"275597","Barcelona",2017-07-17
"275599","Barcelona",2017-07-05
"275605","Barcelona",2017-07-19
"275610","Barcelona",2017-07-09
"275619","Barcelona",2017-04-25
"275626","Barcelona",2017-03-23
"275627","Barcelona",2017-03-22
"275632","Barcelona",2017-03-12
"275639","Barcelona",2017-01-23
"275647","Barcelona",2016-12-18
"275650","Barcelona",2016-11-24
"275654","Barcelona",2016-11-10
"275658","Barcelona",2016-10-22
"275661","Barcelona",2016-10-11
"275667","Barcelona",2016-09-23
"275672","Barcelona",2016-09-13
"275676","Barcelona",2016-08-19
"275691","Barcelona",2016-06-06
"275718","Barcelona",2016-01-10
"275731","Barcelona",2015-10-26
"275741","Barcelona",2015-08-19
"275747","Barcelona",2015-08-05
"275772","Barcelona",2017-03-16
"275783","Barcelona",2017-01-27
"275790","Barcelona",2016-12-26
"275793","Barcelona",2016-12-09
"275823","Barcelona",2016-08-03
"275824","Barcelona",2016-08-01
"275845","Barcelona",2016-06-15
"275853","Barcelona",2016-06-01
"275871","Barcelona",2016-03-28
"275878","Barcelona",2016-01-29
"275880","Barcelona",2016-01-06
"275885","Barcelona",2015-12-10
"275895","Barcelona",2015-11-19
"275898","Barcelona",2015-11-13
"275912","Barcelona",2015-08-28
"275943","Barcelona",2017-07-06
"275964","Barcelona",2017-06-10
"275968","Barcelona",2017-06-04
"275984","Barcelona",2017-05-11
"275992","Barcelona",2017-05-05
"276003","Barcelona",2017-04-29
"276004","Barcelona",2017-04-27
"276038","Barcelona",2017-03-02
"276046","Barcelona",2017-02-01
"276049","Barcelona",2017-01-26
"276062","Barcelona",2017-01-08
"276071","Barcelona",2016-12-14
"276074","Barcelona",2016-12-10
"276082","Barcelona",2016-11-16
"276102","Barcelona",2016-10-15
"276104","Barcelona",2016-10-07
"276196","Barcelona",2016-07-02
"276207","Barcelona",2016-06-13
"276230","Barcelona",2016-05-14
"276231","Barcelona",2016-05-09
"276242","Barcelona",2016-04-22
"276277","Barcelona",2016-03-25
"276308","Barcelona",2016-02-05
"276309","Barcelona",2016-02-02
"276317","Barcelona",2015-12-28
"276331","Barcelona",2015-11-09
"276364","Barcelona",2015-08-08
"276372","Barcelona",2017-07-27
"276423","Barcelona",2017-05-26
"276438","Barcelona",2017-05-10
"276457","Barcelona",2017-04-11
"276464","Barcelona",2017-04-03
"276467","Barcelona",2017-03-26
"276481","Barcelona",2017-03-03
"276483","Barcelona",2017-02-28
"276487","Barcelona",2017-02-03
"276491","Barcelona",2017-01-29
"276505","Barcelona",2016-12-30
"276508","Barcelona",2016-12-22
"276510","Barcelona",2016-12-17
"276540","Barcelona",2016-10-19
"276551","Barcelona",2016-10-01
"276576","Barcelona",2016-09-02
"276589","Barcelona",2016-08-13
"276591","Barcelona",2016-08-12
"276672","Barcelona",2016-05-15
"276679","Barcelona",2016-04-27
"276688","Barcelona",2016-04-15
"276697","Barcelona",2016-04-04
"276722","Barcelona",2016-03-11
"276753","Barcelona",2015-12-25
"276762","Barcelona",2015-11-27
"276776","Barcelona",2015-10-28
"276928","Barcelona",2016-02-18
"276942","Barcelona",2015-08-14
"276969","Barcelona",2017-06-17
"277065","Barcelona",2016-02-24
"277071","Barcelona",2015-12-30
"277072","Barcelona",2015-12-19
"277205","Barcelona",2016-02-29
"277215","Barcelona",2016-01-23
"277233","Barcelona",2015-10-04
"277273","Barcelona",2017-04-08
"277275","Barcelona",2017-03-30
"277347","Barcelona",2016-02-25
"277361","Barcelona",2015-12-12
"277364","Barcelona",2015-11-14
"277486","Barcelona",2015-12-06
"277557","Barcelona",2015-12-21
"277678","Barcelona",2016-05-28
"277681","Barcelona",2016-04-08
"277840","Barcelona",2017-02-05
"277916","Barcelona",2016-01-18
"278082","Barcelona",2017-02-18
"278165","Barcelona",2015-08-12
"278363","Barcelona",2016-01-22
"278365","Barcelona",2016-01-08
"278603","Barcelona",2017-01-18
"278674","Barcelona",2016-09-17
"278837","Barcelona",2016-02-26
"278841","Barcelona",2016-02-19
"279117","Barcelona",2017-02-14
"279726","Barcelona",2016-02-01
"279907","Barcelona",2016-05-06
"280667","Barcelona",2016-05-18
"281342","Barcelona",2015-09-25
"282367","Barcelona",2017-03-01
"283215","Barcelona",2015-12-14
"283653","Vienna",2017-05-11
"283662","Vienna",2016-12-18
"283706","Vienna",2015-09-25
"284672","Amsterdam",2015-12-04
"284852","Amsterdam",2015-10-10
"287885","Vienna",2016-07-04
"287888","Vienna",2016-04-08
"287895","Vienna",2015-09-04
"287920","Vienna",2016-09-17
"287926","Vienna",2016-03-07
"289114","Vienna",2017-06-11
"289129","Vienna",2017-04-04
"289133","Vienna",2017-03-09
"289184","Vienna",2016-09-21
"289244","Vienna",2016-04-27
"289247","Vienna",2016-04-15
"289263","Vienna",2016-03-02
"289267","Vienna",2016-02-19
"289276","Vienna",2016-02-01
"289278","Vienna",2016-01-25
"289281","Vienna",2016-01-21
"289284","Vienna",2016-01-15
"289293","Vienna",2015-12-18
"289301","Vienna",2015-11-09
"289305","Vienna",2015-10-19
"289310","Vienna",2015-10-12
"289312","Vienna",2015-09-26
"289372","Vienna",2017-02-08
"289393","Vienna",2016-10-18
"289447","Vienna",2016-05-11
"289466","Vienna",2016-03-06
"289497","Vienna",2015-12-05
"289501","Vienna",2015-11-29
"289511","Vienna",2015-11-14
"289531","Vienna",2015-09-23
"289534","Vienna",2015-09-11
"289557","Vienna",2015-08-07
"291556","Vienna",2017-03-30
"291611","Vienna",2016-03-11
"291619","Vienna",2016-01-13
"291628","Vienna",2015-11-06
"291685","Vienna",2016-09-30
"291737","Vienna",2016-01-29
"291760","Vienna",2015-10-05
"299910","Vienna",2015-12-11
"302330","Milan",2017-07-20
"302331","Milan",2017-07-19
"302334","Milan",2017-06-30
"302340","Milan",2017-06-20
"302346","Milan",2017-06-13
"302350","Milan",2017-05-30
"302351","Milan",2017-05-29
"302352","Milan",2017-05-27
"302357","Milan",2017-05-14
"302359","Milan",2017-05-08
"302360","Milan",2017-05-03
"302361","Milan",2017-05-01
"302362","Milan",2017-04-30
"302364","Milan",2017-04-28
"302366","Milan",2017-04-16
"302369","Milan",2017-03-27
"302371","Milan",2017-03-21
"302372","Milan",2017-03-20
"302374","Milan",2017-03-08
"302375","Milan",2017-03-06
"302376","Milan",2017-03-05
"302378","Milan",2017-02-20
"302381","Milan",2017-02-06
"302382","Milan",2017-02-03
"302383","Milan",2017-01-30
"302384","Milan",2017-01-28
"302385","Milan",2017-01-25
"302386","Milan",2017-01-24
"302387","Milan",2017-01-23
"302389","Milan",2017-01-16
"302391","Milan",2017-01-11
"302392","Milan",2017-01-10
"302396","Milan",2016-12-26
"302397","Milan",2016-12-23
"302399","Milan",2016-12-22
"302400","Milan",2016-12-19
"302403","Milan",2016-12-15
"302405","Milan",2016-12-14
"302406","Milan",2016-12-06
"302407","Milan",2016-12-05
"302408","Milan",2016-12-02
"302410","Milan",2016-11-25
"302412","Milan",2016-11-14
"302414","Milan",2016-11-11
"302418","Milan",2016-10-13
"302419","Milan",2016-10-12
"302421","Milan",2016-10-04
"302423","Milan",2016-09-26
"302424","Milan",2016-09-25
"302425","Milan",2016-09-21
"302427","Milan",2016-09-13
"302428","Milan",2016-09-06
"302429","Milan",2016-09-04
"302432","Milan",2016-09-01
"302433","Milan",2016-08-30
"302436","Milan",2016-08-28
"302438","Milan",2016-08-25
"302439","Milan",2016-08-23
"302441","Milan",2016-08-22
"302442","Milan",2016-08-21
"302443","Milan",2016-08-20
"302444","Milan",2016-08-16
"302445","Milan",2016-08-15
"302448","Milan",2016-08-11
"302458","Milan",2016-07-14
"302459","Milan",2016-07-06
"302460","Milan",2016-07-05
"302461","Milan",2016-07-03
"302464","Milan",2016-06-28
"302466","Milan",2016-06-26
"302467","Milan",2016-06-20
"302468","Milan",2016-06-16
"302469","Milan",2016-06-15
"302471","Milan",2016-06-14
"302472","Milan",2016-06-12
"302473","Milan",2016-06-10
"302474","Milan",2016-06-08
"302475","Milan",2016-06-05
"302476","Milan",2016-06-03
"302477","Milan",2016-05-30
"302478","Milan",2016-05-28
"302479","Milan",2016-05-25
"302483","Milan",2016-05-16
"302484","Milan",2016-05-10
"302487","Milan",2016-03-29
"302488","Milan",2016-03-28
"302490","Milan",2016-03-22
"302491","Milan",2016-03-20
"302492","Milan",2016-03-01
"302495","Milan",2016-02-18
"302496","Milan",2016-02-13
"302497","Milan",2016-02-11
"302499","Milan",2016-02-09
"302500","Milan",2016-02-02
"302501","Milan",2016-01-30
"302502","Milan",2016-01-19
"302503","Milan",2016-01-18
"302504","Milan",2016-01-17
"302505","Milan",2016-01-14
"302507","Milan",2016-01-10
"302509","Milan",2016-01-06
"302510","Milan",2015-12-21
"302511","Milan",2015-12-07
"302512","Milan",2015-11-24
"302513","Milan",2015-11-13
"302515","Milan",2015-11-04
"302517","Milan",2015-11-03
"302518","Milan",2015-10-30
"302519","Milan",2015-10-14
"302521","Milan",2015-10-08
"302523","Milan",2015-09-20
"302524","Milan",2015-09-13
"302525","Milan",2015-09-12
"302527","Milan",2015-09-05
"302531","Milan",2015-08-30
"302533","Milan",2015-08-21
"302535","Milan",2015-08-18
"302536","Milan",2015-08-17
"302537","Milan",2015-08-15
"302538","Milan",2015-08-14
"302539","Milan",2015-08-13
"302541","Milan",2017-08-02
"302544","Milan",2017-07-27
"302545","Milan",2017-07-26
"302547","Milan",2017-07-23
"302564","Milan",2017-06-25
"302570","Milan",2017-06-05
"302578","Milan",2017-05-04
"302586","Milan",2017-04-15
"302587","Milan",2017-04-14
"302588","Milan",2017-04-13
"302591","Milan",2017-04-05
"302596","Milan",2017-03-24
"302597","Milan",2017-03-22
"302600","Milan",2017-03-13
"302602","Milan",2017-03-12
"302605","Milan",2017-03-01
"302606","Milan",2017-02-18
"302607","Milan",2017-02-17
"302608","Milan",2017-02-16
"302609","Milan",2017-02-13
"302610","Milan",2017-02-12
"302611","Milan",2017-02-09
"302614","Milan",2017-01-27
"302617","Milan",2017-01-20
"302618","Milan",2017-01-17
"302619","Milan",2017-01-13
"302620","Milan",2017-01-08
"302621","Milan",2017-01-05
"302622","Milan",2017-01-04
"302625","Milan",2017-01-02
"302626","Milan",2016-12-31
"302627","Milan",2016-12-30
"302628","Milan",2016-12-29
"302629","Milan",2016-12-27
"302630","Milan",2016-12-25
"302631","Milan",2016-12-24
"302634","Milan",2016-12-21
"302636","Milan",2016-12-20
"302638","Milan",2016-12-18
"302641","Milan",2016-12-12
"302643","Milan",2016-11-22
"302644","Milan",2016-11-16
"302646","Milan",2016-11-06
"302647","Milan",2016-11-05
"302648","Milan",2016-11-04
"302649","Milan",2016-10-30
"302650","Milan",2016-10-29
"302651","Milan",2016-10-27
"302652","Milan",2016-10-26
"302655","Milan",2016-10-21
"302662","Milan",2016-10-08
"302665","Milan",2016-10-02
"302666","Milan",2016-09-27
"302667","Milan",2016-09-23
"302670","Milan",2016-09-08
"302673","Milan",2016-09-02
"302679","Milan",2016-08-29
"302682","Milan",2016-08-26
"302690","Milan",2016-08-18
"302704","Milan",2016-08-02
"302705","Milan",2016-08-01
"302708","Milan",2016-07-31
"302712","Milan",2016-07-24
"302714","Milan",2016-07-20
"302715","Milan",2016-07-18
"302716","Milan",2016-07-17
"302717","Milan",2016-07-16
"302718","Milan",2016-07-10
"302720","Milan",2016-07-07
"302727","Milan",2016-06-27
"302729","Milan",2016-06-23
"302730","Milan",2016-06-09
"302732","Milan",2016-06-01
"302734","Milan",2016-05-31
"302738","Milan",2016-05-14
"302740","Milan",2016-05-08
"302741","Milan",2016-05-05
"302743","Milan",2016-05-04
"302744","Milan",2016-05-03
"302745","Milan",2016-04-21
"302748","Milan",2016-04-13
"302749","Milan",2016-04-11
"302750","Milan",2016-04-10
"302752","Milan",2016-04-06
"302754","Milan",2016-04-04
"302755","Milan",2016-03-30
"302758","Milan",2016-03-27
"302759","Milan",2016-03-26
"302760","Milan",2016-03-24
"302762","Milan",2016-03-21
"302764","Milan",2016-03-15
"302766","Milan",2016-03-13
"302768","Milan",2016-03-06
"302769","Milan",2016-03-03
"302772","Milan",2016-02-16
"302776","Milan",2016-01-31
"302777","Milan",2016-01-28
"302778","Milan",2016-01-24
"302782","Milan",2016-01-05
"302783","Milan",2015-12-22
"302786","Milan",2015-11-27
"302787","Milan",2015-11-25
"302792","Milan",2015-11-17
"302797","Milan",2015-11-09
"302798","Milan",2015-11-08
"302801","Milan",2015-10-24
"302802","Milan",2015-10-15
"302804","Milan",2015-10-07
"302805","Milan",2015-10-04
"302806","Milan",2015-10-03
"302808","Milan",2015-09-27
"302812","Milan",2015-09-22
"302814","Milan",2015-09-17
"302817","Milan",2015-09-10
"302818","Milan",2015-09-08
"302819","Milan",2015-09-06
"302823","Milan",2015-09-03
"302825","Milan",2015-08-29
"302826","Milan",2015-08-28
"302827","Milan",2015-08-24
"302830","Milan",2015-08-22
"302834","Milan",2015-08-09
"302835","Milan",2015-08-07
"302848","Milan",2017-06-04
"302852","Milan",2017-04-25
"302858","Milan",2017-04-09
"302860","Milan",2017-03-23
"302862","Milan",2017-03-02
"302863","Milan",2017-02-22
"302865","Milan",2017-02-02
"302866","Milan",2017-02-01
"302869","Milan",2016-11-02
"302870","Milan",2016-10-07
"302871","Milan",2016-09-28
"302874","Milan",2016-08-27
"302878","Milan",2016-07-01
"302879","Milan",2016-06-30
"302887","Milan",2016-06-18
"302890","Milan",2016-05-24
"302891","Milan",2016-05-20
"302892","Milan",2016-05-12
"302897","Milan",2016-04-03
"302899","Milan",2016-02-28
"302903","Milan",2016-01-26
"302905","Milan",2016-01-15
"302907","Milan",2016-01-04
"302908","Milan",2015-11-23
"302909","Milan",2015-11-22
"302919","Milan",2017-05-28
"302923","Milan",2017-05-10
"302925","Milan",2017-04-26
"302926","Milan",2017-04-22
"302933","Milan",2017-04-04
"302936","Milan",2017-03-17
"302937","Milan",2017-03-11
"302938","Milan",2017-03-10
"302940","Milan",2017-02-24
"302941","Milan",2017-02-23
"302942","Milan",2017-02-15
"302945","Milan",2017-01-29
"302956","Milan",2016-11-09
"302963","Milan",2016-10-01
"302965","Milan",2016-09-15
"302976","Milan",2016-07-12
"302983","Milan",2016-06-19
"302985","Milan",2016-06-02
"302986","Milan",2016-05-29
"302987","Milan",2016-05-21
"302994","Milan",2016-04-22
"302997","Milan",2016-04-08
"303002","Milan",2016-03-11
"303003","Milan",2016-03-10
"303006","Milan",2016-02-27
"303008","Milan",2016-01-20
"303010","Milan",2015-12-20
"303017","Milan",2017-07-06
"303021","Milan",2017-06-07
"303025","Milan",2017-04-27
"303029","Milan",2017-04-20
"303036","Milan",2017-01-21
"303039","Milan",2016-11-28
"303045","Milan",2016-10-16
"303047","Milan",2016-10-10
"303049","Milan",2016-09-07
"303054","Milan",2016-06-06
"303055","Milan",2016-06-04
"303056","Milan",2016-05-19
"303059","Milan",2016-05-02
"303062","Milan",2016-03-17
"303063","Milan",2016-03-09
"303064","Milan",2016-03-08
"303067","Milan",2016-02-23
"303068","Milan",2016-01-29
"303073","Milan",2015-12-18
"303074","Milan",2015-12-03
"303078","Milan",2015-11-02
"303081","Milan",2015-10-06
"303082","Milan",2015-09-29
"303085","Milan",2015-08-26
"303086","Milan",2015-08-06
"303090","Milan",2017-07-17
"303091","Milan",2017-07-16
"303103","Milan",2017-05-13
"303104","Milan",2017-05-11
"303108","Milan",2017-03-29
"303112","Milan",2017-02-19
"303116","Milan",2017-01-01
"303117","Milan",2016-11-13
"303118","Milan",2016-11-08
"303119","Milan",2016-11-01
"303133","Milan",2016-08-08
"303135","Milan",2016-07-28
"303138","Milan",2016-07-11
"303147","Milan",2016-05-15
"303151","Milan",2016-04-30
"303154","Milan",2016-03-19
"303157","Milan",2016-01-21
"303161","Milan",2015-12-08
"303162","Milan",2015-12-06
"303163","Milan",2015-12-02
"303166","Milan",2015-11-28
"303169","Milan",2015-10-25
"303170","Milan",2015-10-19
"303171","Milan",2015-10-18
"303172","Milan",2015-10-17
"303176","Milan",2015-09-30
"303179","Milan",2015-08-31
"303186","Milan",2015-08-05
"303195","Milan",2017-06-21
"303197","Milan",2017-06-09
"303205","Milan",2017-05-09
"303218","Milan",2017-02-28
"303222","Milan",2017-01-14
"303223","Milan",2016-12-10
"303225","Milan",2016-10-15
"303231","Milan",2016-09-20
"303238","Milan",2016-08-13
"303239","Milan",2016-08-04
"303245","Milan",2016-07-13
"303250","Milan",2016-04-25
"303253","Milan",2016-03-31
"303260","Milan",2016-01-03
"303262","Milan",2015-12-24
"303263","Milan",2015-12-23
"303268","Milan",2015-09-24
"303269","Milan",2015-09-21
"303271","Milan",2015-09-15
"303290","Milan",2017-05-20
"303291","Milan",2017-05-19
"303294","Milan",2017-05-06
"303311","Milan",2017-03-09
"303313","Milan",2017-02-11
"303315","Milan",2017-01-26
"303319","Milan",2017-01-15
"303324","Milan",2016-10-09
"303329","Milan",2016-09-29
"303344","Milan",2016-07-23
"303345","Milan",2016-07-22
"303347","Milan",2016-07-19
"303351","Milan",2016-06-13
"303363","Milan",2016-04-15
"303367","Milan",2016-03-16
"303369","Milan",2016-03-05
"303372","Milan",2016-02-26
"303373","Milan",2016-02-24
"303375","Milan",2016-02-19
"303376","Milan",2016-02-07
"303384","Milan",2015-12-29
"303386","Milan",2015-12-26
"303389","Milan",2015-12-10
"303393","Milan",2015-11-21
"303394","Milan",2015-11-18
"303401","Milan",2015-09-28
"303403","Milan",2015-09-14
"303410","Milan",2015-08-08
"303425","Milan",2017-03-15
"303431","Milan",2016-10-25
"303451","Milan",2016-02-14
"303452","Milan",2015-12-15
"303481","Milan",2016-11-24
"303482","Milan",2016-11-17
"303492","Milan",2016-09-17
"303502","Milan",2016-08-07
"303503","Milan",2016-08-05
"303504","Milan",2016-07-29
"303510","Milan",2016-04-17
"303518","Milan",2015-12-05
"303520","Milan",2015-10-31
"303525","Milan",2015-09-19
"303532","Milan",2015-08-20
"303550","Milan",2017-02-26
"303555","Milan",2017-02-08
"303560","Milan",2016-12-13
"303561","Milan",2016-12-08
"303569","Milan",2016-09-24
"303570","Milan",2016-09-22
"303573","Milan",2016-09-14
"303579","Milan",2016-08-19
"303580","Milan",2016-08-17
"303583","Milan",2016-07-27
"303592","Milan",2016-05-18
"303596","Milan",2016-04-23
"303598","Milan",2016-04-09
"303605","Milan",2015-11-20
"303606","Milan",2015-11-14
"303608","Milan",2015-10-10
"303616","Milan",2017-07-29
"303617","Milan",2017-06-24
"303624","Milan",2017-05-25
"303639","Milan",2017-02-05
"303640","Milan",2017-02-04
"303643","Milan",2017-01-18
"303647","Milan",2016-12-07
"303648","Milan",2016-12-01
"303649","Milan",2016-11-26
"303650","Milan",2016-11-18
"303659","Milan",2016-09-09
"303674","Milan",2016-06-29
"303684","Milan",2016-04-18
"303685","Milan",2016-04-16
"303699","Milan",2016-03-02
"303704","Milan",2016-02-25
"303712","Milan",2015-12-17
"303715","Milan",2015-11-12
"303731","Milan",2015-10-02
"303740","Milan",2015-09-07
"303749","Milan",2017-07-31
"303764","Milan",2017-05-24
"303789","Milan",2016-11-12
"303798","Milan",2016-10-17
"303809","Milan",2016-09-11
"303848","Milan",2016-04-27
"303854","Milan",2016-04-01
"303868","Milan",2016-02-04
"303869","Milan",2015-12-09
"303871","Milan",2015-11-16
"303874","Milan",2015-10-22
"303875","Milan",2015-10-20
"303904","Milan",2017-07-07
"303911","Milan",2017-06-14
"303921","Milan",2017-05-23
"303937","Milan",2017-03-03
"303939","Milan",2017-02-14
"303946","Milan",2017-01-12
"303950","Milan",2017-01-07
"303955","Milan",2016-12-09
"303956","Milan",2016-11-27
"303957","Milan",2016-11-23
"304003","Milan",2016-07-08
"304004","Milan",2016-07-04
"304024","Milan",2016-04-28
"304025","Milan",2016-04-24
"304030","Milan",2016-04-02
"304044","Milan",2015-12-31
"304045","Milan",2015-12-27
"304047","Milan",2015-12-11
"304061","Milan",2015-09-18
"304090","Milan",2016-10-23
"304100","Milan",2015-11-01
"304101","Milan",2015-10-28
"304118","Milan",2017-02-27
"304127","Milan",2016-04-20
"304141","Milan",2015-10-27
"304156","Milan",2017-07-28
"304169","Milan",2017-04-12
"304170","Milan",2017-03-30
"304196","Milan",2016-06-22
"304212","Milan",2016-02-01
"304213","Milan",2016-01-13
"304218","Milan",2015-11-19
"304222","Milan",2015-10-16
"304254","Milan",2017-05-12
"304266","Milan",2017-01-19
"304279","Milan",2016-10-19
"304313","Milan",2016-05-27
"304328","Milan",2016-03-12
"304334","Milan",2016-02-12
"304342","Milan",2015-12-16
"304348","Milan",2015-10-29
"304392","Milan",2017-03-04
"304406","Milan",2016-10-20
"304429","Milan",2016-05-09
"304444","Milan",2015-11-11
"304476","Milan",2017-03-31
"304484","Milan",2017-01-22
"304499","Milan",2016-10-31
"304536","Milan",2016-05-06
"304567","Milan",2015-12-13
"304630","Milan",2016-11-21
"304631","Milan",2016-11-15
"304643","Milan",2016-09-10
"304661","Milan",2016-04-14
"304676","Milan",2015-11-26
"304695","Milan",2017-07-03
"304713","Milan",2017-01-06
"304757","Milan",2016-04-29
"304780","Milan",2015-12-14
"304781","Milan",2015-11-30
"304810","Milan",2017-03-16
"304816","Milan",2016-10-28
"304835","Milan",2016-01-23
"304837","Milan",2016-01-08
"304839","Milan",2016-01-02
"304868","Milan",2017-03-19
"304919","Milan",2016-05-23
"304974","Milan",2017-06-10
"304979","Milan",2017-06-01
"305002","Milan",2017-02-21
"305006","Milan",2017-02-07
"305025","Milan",2016-07-15
"305036","Milan",2016-01-16
"305099","Milan",2017-02-25
"305105","Milan",2016-11-30
"305151","Milan",2016-03-25
"305301","Milan",2017-04-01
"305316","Milan",2016-12-03
"305336","Milan",2016-09-30
"307585","Amsterdam",2015-08-12
"308208","Amsterdam",2016-03-25
"308340","Amsterdam",2015-12-25
"308448","Amsterdam",2015-09-23
"309429","Amsterdam",2015-11-13
"310873","Amsterdam",2016-04-15
"312963","Vienna",2017-02-09
"314995","Vienna",2016-11-30
"314997","Vienna",2016-11-10
"315023","Vienna",2016-08-22
"315026","Vienna",2016-08-10
"315053","Vienna",2016-06-10
"315097","Vienna",2016-02-12
"315150","Vienna",2015-10-16
"315152","Vienna",2015-10-10
"315160","Vienna",2015-08-21
"315243","Vienna",2016-11-04
"315249","Vienna",2016-10-12
"315351","Vienna",2016-02-03
"315357","Vienna",2016-01-28
"315358","Vienna",2016-01-22
"315385","Vienna",2015-11-23
"315390","Vienna",2015-11-19
"315435","Vienna",2015-08-15
"315474","Vienna",2016-02-26
"318691","Vienna",2016-11-19
"322853","Vienna",2016-11-11
"322897","Vienna",2016-06-04
"323112","Vienna",2017-04-03
"323187","Vienna",2017-01-27
"323198","Vienna",2016-08-03
"324477","Vienna",2016-01-09
"324510","Vienna",2016-12-01
"324555","Vienna",2015-12-14
"324676","Vienna",2016-01-20
"324886","Vienna",2015-10-07
"325924","Milan",2016-11-19
"325995","Milan",2016-01-27
"325996","Milan",2016-01-25
"326041","Milan",2017-05-17
"326081","Milan",2016-12-11
"326085","Milan",2016-12-04
"326137","Milan",2016-05-26
"326142","Milan",2016-05-11
"326158","Milan",2016-03-14
"326161","Milan",2016-03-04
"326163","Milan",2016-02-15
"326167","Milan",2016-02-06
"326175","Milan",2016-01-01
"336016","Vienna",2016-09-09
"336379","Vienna",2017-04-02
"336380","Vienna",2017-04-01
"336448","Vienna",2016-02-13
"336449","Vienna",2016-02-05
"338275","Vienna",2016-03-25
"351975","Vienna",2016-04-01
"366893","Milan",2016-05-07
"366928","Milan",2016-01-22
"366935","Milan",2015-12-28
"367274","Milan",2016-02-22
"367275","Milan",2016-02-17
"367297","Milan",2015-12-30
"367310","Milan",2015-12-12
"367418","Milan",2016-01-11
"404471","Milan",2016-06-25
"404519","Milan",2015-12-25
"404538","Milan",2015-09-26
"404850","Milan",2017-04-02
"404916","Milan",2016-12-28
"405313","Milan",2015-10-21
"405574","Milan",2016-12-17
"405598","Milan",2016-11-29
"405960","Milan",2016-01-09
"407055","Milan",2015-10-09
"407902","Milan",2016-02-05
