"","Hotel_City","Review_Date2"
"133357","Amsterdam",2016-12-31
"133358","Amsterdam",2016-12-09
"133359","Amsterdam",2016-11-10
"133361","Amsterdam",2016-09-15
"133362","Amsterdam",2016-09-06
"133363","Amsterdam",2016-07-31
"133364","Amsterdam",2016-07-18
"133365","Amsterdam",2016-07-04
"133366","Amsterdam",2016-06-24
"133368","Amsterdam",2016-06-18
"133370","Amsterdam",2016-06-02
"133371","Amsterdam",2016-05-25
"133373","Amsterdam",2016-05-16
"133374","Amsterdam",2016-05-09
"133375","Amsterdam",2016-04-28
"133379","Amsterdam",2016-03-14
"133381","Amsterdam",2016-02-26
"133382","Amsterdam",2016-02-19
"133383","Amsterdam",2016-02-17
"133386","Amsterdam",2016-02-13
"133387","Amsterdam",2016-01-31
"133388","Amsterdam",2016-01-20
"133392","Amsterdam",2015-12-23
"133394","Amsterdam",2015-12-19
"133399","Amsterdam",2015-10-24
"133402","Amsterdam",2015-09-21
"221809","Milan",2017-08-01
"221810","Milan",2017-07-14
"221811","Milan",2017-07-12
"221812","Milan",2017-07-10
"221813","Milan",2017-07-05
"221814","Milan",2017-07-04
"221815","Milan",2017-06-23
"221816","Milan",2017-06-16
"221817","Milan",2017-06-15
"221818","Milan",2017-06-11
"221819","Milan",2017-06-08
"221820","Milan",2017-06-06
"221821","Milan",2017-06-03
"221822","Milan",2017-05-31
"221823","Milan",2017-05-26
"221824","Milan",2017-05-22
"221825","Milan",2017-05-21
"221827","Milan",2017-05-16
"221828","Milan",2017-05-15
"221830","Milan",2017-05-07
"221831","Milan",2017-05-02
"221832","Milan",2017-04-06
"221833","Milan",2017-08-03
"221834","Milan",2017-07-25
"221836","Milan",2017-07-24
"221837","Milan",2017-07-22
"221838","Milan",2017-07-21
"221839","Milan",2017-07-18
"221840","Milan",2017-07-15
"221841","Milan",2017-07-13
"221843","Milan",2017-07-11
"221844","Milan",2017-07-09
"221845","Milan",2017-07-08
"221846","Milan",2017-06-28
"221847","Milan",2017-06-26
"221848","Milan",2017-06-22
"221851","Milan",2017-06-02
"221853","Milan",2017-05-05
"221854","Milan",2017-04-24
"221855","Milan",2017-04-23
"221856","Milan",2017-04-19
"221858","Milan",2017-04-18
"221860","Milan",2017-04-11
"221862","Milan",2017-04-08
"221863","Milan",2017-03-28
"221864","Milan",2017-03-25
"221865","Milan",2017-03-18
"221866","Milan",2017-03-14
"265980","Amsterdam",2017-08-02
"265981","Amsterdam",2017-07-28
"265982","Amsterdam",2017-07-21
"265983","Amsterdam",2017-07-14
"265988","Amsterdam",2017-06-22
"265989","Amsterdam",2017-06-16
"265990","Amsterdam",2017-06-15
"265992","Amsterdam",2017-06-08
"265993","Amsterdam",2017-06-07
"265994","Amsterdam",2017-06-02
"265995","Amsterdam",2017-06-01
"265996","Amsterdam",2017-05-28
"265998","Amsterdam",2017-05-24
"266002","Amsterdam",2017-05-13
"266003","Amsterdam",2017-05-08
"266009","Amsterdam",2017-04-15
"266010","Amsterdam",2017-04-12
"266013","Amsterdam",2017-03-27
"266014","Amsterdam",2017-03-21
"266018","Amsterdam",2017-02-22
"266022","Amsterdam",2017-01-26
"266023","Amsterdam",2017-01-23
"266024","Amsterdam",2017-01-18
"266025","Amsterdam",2017-01-16
"266027","Amsterdam",2017-01-15
"266029","Amsterdam",2017-01-01
"266030","Amsterdam",2016-12-23
"266038","Amsterdam",2016-12-05
"266039","Amsterdam",2016-12-01
"266041","Amsterdam",2016-11-22
"266042","Amsterdam",2016-11-21
"266047","Amsterdam",2016-10-28
"266051","Amsterdam",2016-10-10
"266054","Amsterdam",2016-09-30
"266056","Amsterdam",2016-09-24
"266057","Amsterdam",2016-09-21
"266059","Amsterdam",2016-09-08
"266061","Amsterdam",2016-08-30
"266064","Amsterdam",2016-08-17
"266068","Amsterdam",2016-08-11
"266071","Amsterdam",2016-08-06
"266072","Amsterdam",2016-08-04
"266076","Amsterdam",2016-08-01
"266077","Amsterdam",2016-07-25
"266078","Amsterdam",2016-07-21
"266081","Amsterdam",2016-07-12
"266082","Amsterdam",2016-07-11
"266083","Amsterdam",2016-07-10
"266085","Amsterdam",2016-07-06
"266086","Amsterdam",2016-07-03
"266088","Amsterdam",2016-06-21
"266091","Amsterdam",2016-06-15
"266092","Amsterdam",2016-06-08
"266096","Amsterdam",2016-05-08
"266099","Amsterdam",2016-05-02
"266104","Amsterdam",2016-04-16
"266108","Amsterdam",2016-04-06
"266113","Amsterdam",2016-04-03
"266114","Amsterdam",2016-04-02
"266118","Amsterdam",2016-03-07
"266122","Amsterdam",2016-02-18
"266125","Amsterdam",2016-01-29
"266126","Amsterdam",2016-01-24
"266128","Amsterdam",2016-01-14
"266131","Amsterdam",2016-01-07
"266133","Amsterdam",2016-01-04
"266137","Amsterdam",2015-11-30
"266141","Amsterdam",2015-11-16
"266142","Amsterdam",2015-11-07
"266147","Amsterdam",2015-09-08
"266148","Amsterdam",2015-08-29
"266151","Amsterdam",2015-08-19
"266158","Amsterdam",2017-07-25
"266159","Amsterdam",2017-07-18
"266165","Amsterdam",2017-07-05
"266167","Amsterdam",2017-06-28
"266168","Amsterdam",2017-06-27
"266172","Amsterdam",2017-06-18
"266173","Amsterdam",2017-06-14
"266175","Amsterdam",2017-06-11
"266177","Amsterdam",2017-05-31
"266183","Amsterdam",2017-04-17
"266184","Amsterdam",2017-04-08
"266185","Amsterdam",2017-04-07
"266186","Amsterdam",2017-03-30
"266187","Amsterdam",2017-03-24
"266190","Amsterdam",2017-03-12
"266192","Amsterdam",2017-03-01
"266196","Amsterdam",2017-01-17
"266197","Amsterdam",2017-01-12
"266198","Amsterdam",2017-01-11
"266209","Amsterdam",2016-12-08
"266212","Amsterdam",2016-11-04
"266215","Amsterdam",2016-10-29
"266216","Amsterdam",2016-10-27
"266217","Amsterdam",2016-10-20
"266219","Amsterdam",2016-10-17
"266221","Amsterdam",2016-10-02
"266222","Amsterdam",2016-09-29
"266223","Amsterdam",2016-09-22
"266229","Amsterdam",2016-08-23
"266233","Amsterdam",2016-08-22
"266234","Amsterdam",2016-08-21
"266237","Amsterdam",2016-08-10
"266239","Amsterdam",2016-08-03
"266249","Amsterdam",2016-06-20
"266251","Amsterdam",2016-06-07
"266253","Amsterdam",2016-05-26
"266254","Amsterdam",2016-05-24
"266255","Amsterdam",2016-05-23
"266260","Amsterdam",2016-04-29
"266264","Amsterdam",2016-04-04
"266266","Amsterdam",2016-03-30
"266270","Amsterdam",2016-03-28
"266271","Amsterdam",2016-03-22
"266272","Amsterdam",2016-03-21
"266278","Amsterdam",2016-02-23
"266280","Amsterdam",2016-02-21
"266282","Amsterdam",2016-02-06
"266286","Amsterdam",2016-01-09
"266290","Amsterdam",2015-12-27
"266292","Amsterdam",2015-12-20
"266295","Amsterdam",2015-12-01
"266312","Amsterdam",2015-08-15
"267118","Amsterdam",2017-07-30
"267122","Amsterdam",2017-07-27
"267128","Amsterdam",2017-07-20
"267134","Amsterdam",2017-07-16
"267136","Amsterdam",2017-07-13
"267153","Amsterdam",2017-06-23
"267154","Amsterdam",2017-06-21
"267164","Amsterdam",2017-06-06
"267169","Amsterdam",2017-05-30
"267172","Amsterdam",2017-05-26
"267178","Amsterdam",2017-05-10
"267184","Amsterdam",2017-04-21
"267190","Amsterdam",2017-04-13
"267196","Amsterdam",2017-04-09
"267210","Amsterdam",2017-03-11
"267215","Amsterdam",2017-02-27
"267217","Amsterdam",2017-02-26
"267221","Amsterdam",2017-02-25
"267225","Amsterdam",2017-02-24
"267226","Amsterdam",2017-02-23
"267234","Amsterdam",2017-02-19
"267243","Amsterdam",2017-02-01
"267245","Amsterdam",2017-01-31
"267256","Amsterdam",2017-01-13
"267261","Amsterdam",2017-01-05
"267266","Amsterdam",2016-12-24
"267269","Amsterdam",2016-12-22
"267272","Amsterdam",2016-12-18
"267280","Amsterdam",2016-11-25
"267283","Amsterdam",2016-11-16
"267286","Amsterdam",2016-11-11
"267287","Amsterdam",2016-11-08
"267288","Amsterdam",2016-11-05
"267291","Amsterdam",2016-11-01
"267303","Amsterdam",2016-10-23
"267304","Amsterdam",2016-10-22
"267306","Amsterdam",2016-10-15
"267311","Amsterdam",2016-10-08
"267313","Amsterdam",2016-10-07
"267319","Amsterdam",2016-09-26
"267320","Amsterdam",2016-09-25
"267322","Amsterdam",2016-09-23
"267324","Amsterdam",2016-09-20
"267326","Amsterdam",2016-09-17
"267327","Amsterdam",2016-09-16
"267330","Amsterdam",2016-09-05
"267331","Amsterdam",2016-09-03
"267339","Amsterdam",2016-08-20
"267343","Amsterdam",2016-08-12
"267357","Amsterdam",2016-07-28
"267359","Amsterdam",2016-07-24
"267374","Amsterdam",2016-07-01
"267375","Amsterdam",2016-06-30
"267376","Amsterdam",2016-06-25
"267381","Amsterdam",2016-06-14
"267382","Amsterdam",2016-06-13
"267383","Amsterdam",2016-06-11
"267394","Amsterdam",2016-05-27
"267401","Amsterdam",2016-05-20
"267405","Amsterdam",2016-05-15
"267406","Amsterdam",2016-05-10
"267411","Amsterdam",2016-05-04
"267424","Amsterdam",2016-04-20
"267449","Amsterdam",2016-03-24
"267451","Amsterdam",2016-03-18
"267473","Amsterdam",2016-02-14
"267482","Amsterdam",2016-01-28
"267483","Amsterdam",2016-01-21
"267493","Amsterdam",2015-12-17
"267495","Amsterdam",2015-12-11
"267501","Amsterdam",2015-11-22
"267508","Amsterdam",2015-11-09
"267509","Amsterdam",2015-11-04
"267524","Amsterdam",2015-10-16
"267526","Amsterdam",2015-10-12
"267530","Amsterdam",2015-10-06
"267534","Amsterdam",2015-10-03
"267541","Amsterdam",2015-09-22
"267543","Amsterdam",2015-09-17
"267544","Amsterdam",2015-09-14
"267547","Amsterdam",2015-09-10
"267555","Amsterdam",2015-08-31
"267561","Amsterdam",2015-08-24
"267564","Amsterdam",2015-08-21
"267573","Amsterdam",2015-08-13
"267576","Amsterdam",2015-08-07
"267606","Amsterdam",2017-07-01
"267625","Amsterdam",2017-06-04
"267635","Amsterdam",2017-05-18
"267637","Amsterdam",2017-05-12
"267641","Amsterdam",2017-05-06
"267646","Amsterdam",2017-04-25
"267648","Amsterdam",2017-04-23
"267658","Amsterdam",2017-03-23
"267662","Amsterdam",2017-03-09
"267664","Amsterdam",2017-03-05
"267665","Amsterdam",2017-03-02
"267670","Amsterdam",2017-02-21
"267672","Amsterdam",2017-02-18
"267675","Amsterdam",2017-02-16
"267679","Amsterdam",2017-02-07
"267684","Amsterdam",2017-01-28
"267706","Amsterdam",2016-12-30
"267723","Amsterdam",2016-11-29
"267726","Amsterdam",2016-11-26
"267748","Amsterdam",2016-10-16
"267750","Amsterdam",2016-10-14
"267756","Amsterdam",2016-10-05
"267773","Amsterdam",2016-09-14
"267774","Amsterdam",2016-09-13
"267781","Amsterdam",2016-09-04
"267782","Amsterdam",2016-09-02
"267791","Amsterdam",2016-08-19
"267812","Amsterdam",2016-07-15
"267825","Amsterdam",2016-06-28
"267838","Amsterdam",2016-05-31
"267851","Amsterdam",2016-05-18
"267857","Amsterdam",2016-05-12
"267880","Amsterdam",2016-04-11
"267882","Amsterdam",2016-04-08
"267903","Amsterdam",2016-03-10
"267904","Amsterdam",2016-03-09
"267915","Amsterdam",2016-02-24
"267925","Amsterdam",2016-02-11
"267940","Amsterdam",2016-01-01
"267942","Amsterdam",2015-12-28
"267945","Amsterdam",2015-12-21
"267948","Amsterdam",2015-12-12
"267953","Amsterdam",2015-12-07
"267954","Amsterdam",2015-12-06
"267955","Amsterdam",2015-12-02
"267957","Amsterdam",2015-11-27
"267958","Amsterdam",2015-11-25
"267964","Amsterdam",2015-11-20
"267973","Amsterdam",2015-11-05
"267986","Amsterdam",2015-10-31
"268010","Amsterdam",2015-10-11
"268024","Amsterdam",2015-09-24
"268039","Amsterdam",2015-09-02
"268055","Amsterdam",2015-08-05
"268056","Vienna",2017-07-24
"268057","Vienna",2017-07-13
"268058","Vienna",2017-07-12
"268059","Vienna",2017-07-04
"268060","Vienna",2017-07-01
"268061","Vienna",2017-06-04
"268062","Vienna",2017-05-07
"268064","Vienna",2017-05-01
"268065","Vienna",2017-04-18
"268066","Vienna",2017-03-24
"268067","Vienna",2017-03-06
"268068","Vienna",2017-02-28
"268069","Vienna",2017-02-27
"268071","Vienna",2017-02-23
"268072","Vienna",2017-02-21
"268073","Vienna",2017-02-14
"268074","Vienna",2017-02-13
"268075","Vienna",2017-02-07
"268076","Vienna",2017-02-06
"268077","Vienna",2017-01-10
"268078","Vienna",2016-12-30
"268079","Vienna",2016-12-17
"268080","Vienna",2016-12-13
"268081","Vienna",2016-12-07
"268082","Vienna",2016-12-05
"268083","Vienna",2017-07-29
"268084","Vienna",2017-07-05
"268085","Vienna",2017-07-03
"268087","Vienna",2017-05-14
"268088","Vienna",2017-04-11
"268089","Vienna",2017-03-27
"268091","Vienna",2017-03-19
"268092","Vienna",2017-03-17
"268093","Vienna",2017-03-16
"268094","Vienna",2017-03-03
"268095","Vienna",2017-03-02
"268096","Vienna",2017-02-20
"268098","Vienna",2017-01-18
"268100","Vienna",2016-12-09
"268103","Milan",2017-07-02
"268104","Milan",2017-07-01
"268105","Milan",2017-06-19
"268106","Milan",2017-06-18
"268107","Milan",2017-06-12
"268109","Milan",2017-05-18
"268112","Milan",2017-04-21
"268113","Milan",2017-04-10
"268114","Milan",2017-04-07
"268116","Milan",2017-04-03
"268117","Milan",2017-03-26
"268118","Milan",2017-03-07
"268119","Milan",2017-02-10
"268120","Milan",2017-01-09
"268121","Milan",2016-11-10
"268122","Milan",2016-11-07
"268123","Milan",2016-10-24
"268124","Milan",2016-10-22
"268125","Milan",2016-10-18
"268126","Milan",2016-10-14
"268128","Milan",2016-10-11
"268130","Milan",2016-10-03
"268131","Milan",2016-09-19
"268132","Milan",2016-09-12
"268133","Milan",2016-08-31
"268134","Milan",2016-08-24
"268135","Milan",2016-08-10
"268136","Milan",2016-08-09
"268137","Milan",2016-08-06
"268138","Milan",2016-08-03
"268139","Milan",2016-07-30
"268140","Milan",2016-07-21
"268141","Milan",2016-07-02
"268142","Milan",2016-06-17
"268143","Milan",2016-06-11
"268144","Milan",2016-05-22
"268145","Milan",2016-04-26
"268146","Milan",2016-04-12
"268147","Milan",2016-04-07
"268148","Milan",2016-03-23
"268149","Milan",2016-03-07
"268150","Milan",2016-02-29
"268151","Milan",2016-02-20
"268152","Milan",2016-02-10
"268153","Milan",2016-02-03
"268154","Milan",2016-01-12
"268155","Milan",2016-01-07
"268156","Milan",2015-12-19
"268157","Milan",2015-11-15
"268158","Milan",2015-11-07
"268159","Milan",2015-10-13
"268160","Milan",2015-10-12
"268161","Milan",2015-10-05
"268162","Milan",2015-09-01
"268163","Milan",2015-08-23
"268164","Milan",2015-08-16
"268165","Milan",2015-08-11
"268166","Milan",2015-08-04
"268167","Milan",2017-07-30
"268171","Milan",2017-06-29
"268172","Milan",2017-06-27
"268173","Milan",2017-06-17
"268174","Milan",2017-04-29
"268175","Milan",2017-04-17
"268178","Milan",2017-01-31
"268179","Milan",2017-01-03
"268180","Milan",2016-12-16
"268181","Milan",2016-11-20
"268182","Milan",2016-11-03
"268183","Milan",2016-10-06
"268184","Milan",2016-10-05
"268185","Milan",2016-09-18
"268186","Milan",2016-09-16
"268187","Milan",2016-09-05
"268188","Milan",2016-09-03
"268189","Milan",2016-08-14
"268190","Milan",2016-08-12
"268193","Milan",2016-07-26
"268195","Milan",2016-07-25
"268196","Milan",2016-07-09
"268197","Milan",2016-06-24
"268198","Milan",2016-06-21
"268199","Milan",2016-06-07
"268200","Milan",2016-05-17
"268201","Milan",2016-05-13
"268202","Milan",2016-05-01
"268203","Milan",2016-04-19
"268204","Milan",2016-04-05
"268205","Milan",2016-03-18
"268206","Milan",2016-02-21
"268207","Milan",2016-02-08
"268208","Milan",2015-12-04
"268209","Milan",2015-12-01
"268210","Milan",2015-11-29
"268211","Milan",2015-11-10
"268212","Milan",2015-11-06
"268213","Milan",2015-11-05
"268214","Milan",2015-10-26
"268215","Milan",2015-10-23
"268216","Milan",2015-10-11
"268217","Milan",2015-10-01
"268218","Milan",2015-09-25
"268219","Milan",2015-09-23
"268220","Milan",2015-09-16
"268221","Milan",2015-09-11
"268222","Milan",2015-09-09
"268223","Milan",2015-09-04
"268224","Milan",2015-09-02
"268226","Milan",2015-08-27
"268227","Milan",2015-08-25
"268228","Milan",2015-08-19
"268229","Milan",2015-08-12
"268230","Milan",2015-08-10
"268231","Vienna",2017-07-20
"268232","Vienna",2017-07-18
"268234","Vienna",2017-07-17
"268235","Vienna",2017-07-14
"268237","Vienna",2017-07-10
"268241","Vienna",2017-06-29
"268242","Vienna",2017-06-21
"268243","Vienna",2017-06-19
"268244","Vienna",2017-06-01
"268245","Vienna",2017-05-08
"268246","Vienna",2017-05-06
"268247","Vienna",2017-05-02
"268248","Vienna",2017-04-27
"268249","Vienna",2017-04-21
"268250","Vienna",2017-04-13
"268251","Vienna",2017-04-07
"268252","Vienna",2017-04-05
"268253","Vienna",2017-03-25
"268255","Vienna",2017-02-24
"268257","Vienna",2017-02-16
"268258","Vienna",2017-02-12
"268261","Vienna",2017-01-14
"268262","Vienna",2017-01-01
"268263","Vienna",2016-12-25
"268264","Vienna",2016-12-23
"268265","Vienna",2016-12-12
"268266","Vienna",2016-12-10
"268268","Vienna",2016-11-15
"268269","Vienna",2016-11-13
"268270","Vienna",2016-11-12
"268271","Vienna",2016-11-08
"268272","Vienna",2016-10-26
"268273","Vienna",2016-10-20
"268274","Vienna",2016-10-10
"268275","Vienna",2016-10-04
"268277","Vienna",2016-09-27
"268278","Vienna",2016-09-07
"268279","Vienna",2016-08-23
"268280","Vienna",2016-08-17
"268281","Vienna",2016-08-16
"268282","Vienna",2016-08-08
"268283","Vienna",2016-07-26
"268284","Vienna",2016-07-21
"268286","Vienna",2016-07-18
"268287","Vienna",2016-07-15
"268288","Vienna",2016-07-11
"268289","Vienna",2016-07-10
"268290","Vienna",2016-06-26
"268291","Vienna",2016-06-21
"268292","Vienna",2016-06-14
"268293","Vienna",2016-06-03
"268294","Vienna",2016-05-31
"268295","Vienna",2016-05-22
"268296","Vienna",2016-05-16
"268297","Vienna",2016-05-15
"268298","Vienna",2016-05-09
"268299","Vienna",2016-05-01
"268300","Vienna",2016-04-19
"268301","Vienna",2016-04-11
"268302","Vienna",2016-03-29
"268303","Vienna",2016-03-28
"268304","Vienna",2016-03-22
"268305","Vienna",2016-03-03
"268306","Vienna",2016-02-14
"268307","Vienna",2016-02-09
"268308","Vienna",2016-01-23
"268309","Vienna",2016-01-19
"268310","Vienna",2016-01-07
"268312","Vienna",2015-12-15
"268313","Vienna",2015-11-10
"268314","Vienna",2015-11-05
"268315","Vienna",2015-11-03
"268316","Vienna",2015-10-22
"268317","Vienna",2015-09-22
"268318","Vienna",2015-08-18
"268319","Vienna",2015-08-17
"268320","Vienna",2015-08-08
"268321","Vienna",2015-08-06
"268322","Vienna",2015-08-04
"268323","Vienna",2017-08-03
"268324","Vienna",2017-07-30
"268325","Vienna",2017-07-27
"268326","Vienna",2017-07-26
"268327","Vienna",2017-07-23
"268329","Vienna",2017-07-11
"268331","Vienna",2017-06-25
"268332","Vienna",2017-06-07
"268333","Vienna",2017-06-06
"268335","Vienna",2017-05-28
"268336","Vienna",2017-05-23
"268337","Vienna",2017-05-22
"268338","Vienna",2017-05-19
"268339","Vienna",2017-05-15
"268340","Vienna",2017-05-12
"268341","Vienna",2017-05-10
"268342","Vienna",2017-05-09
"268343","Vienna",2017-05-05
"268345","Vienna",2017-04-28
"268347","Vienna",2017-04-26
"268348","Vienna",2017-04-25
"268349","Vienna",2017-04-24
"268350","Vienna",2017-04-20
"268351","Vienna",2017-04-17
"268353","Vienna",2017-04-14
"268357","Vienna",2017-03-28
"268359","Vienna",2017-03-14
"268364","Vienna",2017-02-05
"268365","Vienna",2017-01-22
"268366","Vienna",2017-01-21
"268367","Vienna",2017-01-17
"268368","Vienna",2017-01-15
"268369","Vienna",2017-01-12
"268371","Vienna",2017-01-07
"268372","Vienna",2016-12-24
"268374","Vienna",2016-12-19
"268379","Vienna",2016-11-28
"268380","Vienna",2016-11-18
"268381","Vienna",2016-11-16
"268382","Vienna",2016-11-14
"268383","Vienna",2016-11-07
"268385","Vienna",2016-11-01
"268386","Vienna",2016-10-31
"268387","Vienna",2016-10-25
"268388","Vienna",2016-10-17
"268391","Vienna",2016-10-16
"268392","Vienna",2016-10-13
"268394","Vienna",2016-10-09
"268395","Vienna",2016-09-25
"268397","Vienna",2016-09-22
"268398","Vienna",2016-09-15
"268399","Vienna",2016-09-08
"268400","Vienna",2016-09-06
"268401","Vienna",2016-09-01
"268402","Vienna",2016-08-19
"268403","Vienna",2016-08-06
"268406","Vienna",2016-08-02
"268407","Vienna",2016-07-27
"268413","Vienna",2016-07-23
"268415","Vienna",2016-07-12
"268416","Vienna",2016-07-07
"268417","Vienna",2016-07-05
"268418","Vienna",2016-06-24
"268419","Vienna",2016-06-23
"268421","Vienna",2016-06-06
"268422","Vienna",2016-06-02
"268424","Vienna",2016-05-08
"268425","Vienna",2016-05-03
"268426","Vienna",2016-05-02
"268427","Vienna",2016-04-26
"268428","Vienna",2016-04-24
"268430","Vienna",2016-04-14
"268431","Vienna",2016-04-12
"268433","Vienna",2016-03-26
"268434","Vienna",2016-03-24
"268435","Vienna",2016-03-20
"268436","Vienna",2016-03-15
"268437","Vienna",2016-03-04
"268438","Vienna",2016-02-29
"268439","Vienna",2016-02-28
"268440","Vienna",2016-02-11
"268441","Vienna",2016-02-10
"268443","Vienna",2016-01-11
"268444","Vienna",2015-12-31
"268445","Vienna",2015-12-20
"268446","Vienna",2015-12-17
"268448","Vienna",2015-12-13
"268450","Vienna",2015-12-06
"268451","Vienna",2015-12-01
"268452","Vienna",2015-11-12
"268453","Vienna",2015-10-31
"268454","Vienna",2015-10-23
"268455","Vienna",2015-10-13
"268456","Vienna",2015-09-16
"268457","Vienna",2015-08-16
"268459","Vienna",2015-08-09
"268460","Vienna",2015-08-05
"268464","Vienna",2017-03-11
"268465","Vienna",2017-02-17
"268466","Vienna",2017-02-04
"268467","Vienna",2017-01-30
"268469","Vienna",2017-01-03
"268470","Vienna",2016-12-21
"268471","Vienna",2016-11-21
"268474","Vienna",2016-09-18
"268476","Vienna",2016-09-16
"268480","Vienna",2016-08-07
"268481","Vienna",2016-07-19
"268482","Vienna",2016-06-05
"268483","Vienna",2016-05-10
"268485","Vienna",2016-03-10
"268487","Vienna",2016-02-02
"268488","Vienna",2016-01-02
"268489","Vienna",2015-12-24
"268492","Vienna",2015-09-17
"268493","Vienna",2015-09-12
"268494","Vienna",2015-09-01
"268496","Vienna",2017-07-09
"268498","Vienna",2017-06-28
"268500","Vienna",2017-04-16
"268501","Vienna",2017-04-08
"268502","Vienna",2017-03-29
"268504","Vienna",2017-03-08
"268509","Vienna",2016-11-03
"268511","Vienna",2016-11-02
"268512","Vienna",2016-10-05
"268513","Vienna",2016-10-03
"268514","Vienna",2016-10-01
"268516","Vienna",2016-09-20
"268518","Vienna",2016-09-02
"268519","Vienna",2016-08-30
"268521","Vienna",2016-08-18
"268523","Vienna",2016-07-25
"268524","Vienna",2016-07-17
"268525","Vienna",2016-07-16
"268530","Vienna",2016-06-15
"268531","Vienna",2016-05-27
"268532","Vienna",2016-05-17
"268533","Vienna",2016-04-30
"268534","Vienna",2016-04-18
"268535","Vienna",2016-04-04
"268536","Vienna",2016-03-16
"268537","Vienna",2015-12-10
"268538","Vienna",2015-11-24
"268540","Vienna",2015-10-30
"268541","Vienna",2015-10-29
"268542","Vienna",2015-10-02
"268543","Vienna",2015-09-28
"268544","Vienna",2015-09-15
"268546","Vienna",2015-09-05
"268549","Vienna",2015-08-26
"268550","Vienna",2015-08-11
"268553","Vienna",2017-07-31
"268555","Vienna",2017-07-28
"268556","Vienna",2017-07-25
"268558","Vienna",2017-07-21
"268560","Vienna",2017-07-19
"268563","Vienna",2017-07-16
"268564","Vienna",2017-07-15
"268569","Vienna",2017-07-07
"268571","Vienna",2017-06-24
"268572","Vienna",2017-06-22
"268575","Vienna",2017-06-13
"268577","Vienna",2017-06-05
"268579","Vienna",2017-05-31
"268581","Vienna",2017-05-30
"268583","Vienna",2017-05-25
"268591","Vienna",2017-04-30
"268594","Vienna",2017-04-19
"268599","Vienna",2017-04-15
"268600","Vienna",2017-04-12
"268608","Vienna",2017-03-21
"268609","Vienna",2017-03-18
"268610","Vienna",2017-03-15
"268613","Vienna",2017-03-04
"268617","Vienna",2017-02-26
"268619","Vienna",2017-02-22
"268621","Vienna",2017-02-15
"268632","Vienna",2017-02-03
"268633","Vienna",2017-02-01
"268634","Vienna",2017-01-31
"268635","Vienna",2017-01-29
"268637","Vienna",2017-01-26
"268638","Vienna",2017-01-23
"268639","Vienna",2017-01-16
"268642","Vienna",2017-01-11
"268644","Vienna",2017-01-06
"268645","Vienna",2017-01-05
"268649","Vienna",2017-01-04
"268656","Vienna",2016-12-31
"268657","Vienna",2016-12-29
"268658","Vienna",2016-12-28
"268659","Vienna",2016-12-26
"268662","Vienna",2016-12-22
"268673","Vienna",2016-11-29
"268676","Vienna",2016-11-25
"268677","Vienna",2016-11-20
"268678","Vienna",2016-11-17
"268680","Vienna",2016-10-30
"268681","Vienna",2016-10-28
"268683","Vienna",2016-10-22
"268684","Vienna",2016-10-19
"268685","Vienna",2016-10-14
"268686","Vienna",2016-10-07
"268688","Vienna",2016-09-28
"268689","Vienna",2016-09-26
"268693","Vienna",2016-09-12
"268697","Vienna",2016-08-31
"268699","Vienna",2016-08-26
"268703","Vienna",2016-08-15
"268704","Vienna",2016-08-14
"268706","Vienna",2016-08-12
"268707","Vienna",2016-07-31
"268708","Vienna",2016-07-28
"268716","Vienna",2016-07-06
"268720","Vienna",2016-06-28
"268721","Vienna",2016-06-12
"268723","Vienna",2016-06-09
"268724","Vienna",2016-06-07
"268726","Vienna",2016-06-01
"268727","Vienna",2016-05-25
"268728","Vienna",2016-05-24
"268729","Vienna",2016-05-21
"268730","Vienna",2016-05-20
"268734","Vienna",2016-05-13
"268735","Vienna",2016-05-12
"268740","Vienna",2016-04-20
"268742","Vienna",2016-04-10
"268743","Vienna",2016-04-09
"268748","Vienna",2016-01-30
"268749","Vienna",2016-01-26
"268751","Vienna",2016-01-10
"268753","Vienna",2016-01-06
"268754","Vienna",2016-01-05
"268757","Vienna",2016-01-03
"268760","Vienna",2016-01-01
"268761","Vienna",2015-12-29
"268763","Vienna",2015-12-28
"268764","Vienna",2015-12-23
"268765","Vienna",2015-12-08
"268767","Vienna",2015-11-22
"268768","Vienna",2015-11-21
"268769","Vienna",2015-11-15
"268770","Vienna",2015-11-11
"268773","Vienna",2015-11-04
"268776","Vienna",2015-10-24
"268778","Vienna",2015-10-21
"268779","Vienna",2015-10-11
"268780","Vienna",2015-10-04
"268785","Vienna",2015-09-13
"268786","Vienna",2015-09-02
"268787","Vienna",2015-08-31
"268788","Vienna",2015-08-30
"268789","Vienna",2015-08-25
"268790","Vienna",2015-08-20
"268791","Vienna",2015-08-19
"268795","Vienna",2017-08-02
"268804","Vienna",2017-07-06
"268807","Vienna",2017-06-30
"268810","Vienna",2017-06-27
"268812","Vienna",2017-06-20
"268817","Vienna",2017-06-18
"268818","Vienna",2017-06-17
"268819","Vienna",2017-06-16
"268820","Vienna",2017-06-15
"268821","Vienna",2017-06-14
"268827","Vienna",2017-06-10
"268835","Vienna",2017-06-03
"268836","Vienna",2017-05-29
"268838","Vienna",2017-05-27
"268839","Vienna",2017-05-26
"268845","Vienna",2017-05-20
"268846","Vienna",2017-05-18
"268847","Vienna",2017-05-13
"268854","Vienna",2017-05-03
"268874","Vienna",2017-04-06
"268882","Vienna",2017-03-01
"268886","Vienna",2017-02-18
