key,key_update,key_type
penta_junior_suite,suite,other_room_types
double_room_with_public_transport_ticket,double_room,room_type
twin_room_with_public_transport_ticket,twin_room,room_type
business_double_room_with_courtyard_view_and_public_transport_ticket,courtyard_view,view_type
business_apartment_with_public_transport_ticket,apartment,other_room_types
triple_apartment,apartment,other_room_types
family_apartment_2_adults_2_children,family_trip,trip_type
superior_double_room_with_terrace_and_jacuzzi,balcony_room,room_type
club_suite_with_executive_lounge_access,lounge_access,access_type
king_or_double_room_with_panoramic_view,room_with_view,view_type
deluxe_double_or_twin_room_with_sea_view,sea_view,view_type
club_double_or_twin_room_with_executive_lounge_access,lounge_access,access_type
one_bedroom_suite_with_sea_view,sea_view,view_type
deluxe_double_or_twin_room_with_panoramic_sea_view,sea_view,view_type
penthouse_suite_with_view,penthouse_suite,other_room_types
superior_double_room_with_free_unlimited_wifi,free_wifi,free
suite_5_adults,suite,other_room_types
large_comfort_double_or_twin_room,double_room,room_type
premier_double_or_twin_room_with_extra_bed,double_room,room_type
romantic_special_offer,other_room,room_type
premier_room_with_balcony,balcony_room,room_type
attach_suite,suite,other_room_types
delegate_deluxe_double_room,double_room,room_type
ambassador_suite,suite,other_room_types
junior_family_suite_3_adults,family_trip,trip_type
suite_1_2_adults,suite,other_room_types
family_junior_suite_4_adults,family_trip,trip_type
junior_family_suite_2_adults,family_trip,trip_type
double_room_attic,double_room,room_type
deluxe_family_room_4_adults,family_trip,trip_type
superior_double_room_with_sofa_bed_3_adults,double_room,room_type
deluxe_family_room_3_adults,family_trip,trip_type
superior_room_with_1_double_bed_and_sofa_3_adults,double_room,room_type
deluxe_family_room_with_1_double_and_2_single_beds_4_adults,family_trip,trip_type
deluxe_family_room_with_1_double_and_2_single_beds_3_adults,family_trip,trip_type
queen_guest_room_with_river_view,river_view,view_type
amsterdam_street_art_queen_guest_room,queen_room,room_type
double_guest_room_with_river_view,river_view,view_type
queen_guest_room_mobility_accessible,accessibility,accessibility
special_offer_comfort_double_room_with_parking,king_room,room_type
mini_room,other_room,room_type
premium_deluxe_double_room_with_river_view,river_view,view_type
junior_suite_with_river_view,river_view,view_type
deluxe_one_bedroom_suite_with_river_view,river_view,view_type
business_suite,suite,other_room_types
city_twin_room_with_surprise_package,twin_room,room_type
special_offer_twin_room,twin_room,room_type
special_offer_superior_double_room,double_room,room_type
executive_double_or_twin_room_with_private_terrace,private_access,access_type
deluxe_metropolitan_city_double_room,double_room,room_type
superior_metropolitan_park_double_room,double_room,room_type
one_bedroom_city_suite,suite,other_room_types
king_room_with_river_view,river_view,view_type
executive_queen_room_with_balcony,balcony_room,room_type
queen_junior_suite,queen_room,room_type
executive_suite_with_view,room_with_view,view_type
royal_suite_with_canal_view,canal_view,view_type
luxury_suite_patio,suite,other_room_types
executive_penthouse_with_canal_view,penthouse_suite,other_room_types
royal_penthouse_with_canal_view,penthouse_suite,other_room_types
luxury_suite_superior,suite,other_room_types
classic_single_room_with_garden_view,park_view,view_type
superior_twin_room_with_courtyard_garden_or_city_view,city_view,view_type
luxury_room_2_adults_with_canal_view,canal_view,view_type
superior_queen_room_with_courtyard_garden_or_city_view,city_view,view_type
junior_king_suite_with_view_2_adults,room_with_view,view_type
luxury_room_3_adults_with_canal_view,canal_view,view_type
superior_room_with_1_queensize_bed_canal_view,canal_view,view_type
junior_king_suite_with_view_3_adults,room_with_view,view_type
prestige_suite_2_adults_with_canal_view,canal_view,view_type
one_bedroom_king_suite_2_adults,king_room,room_type
deluxe_room_with_city_view,city_view,view_type
premium_double_room_with_terrace,balcony_room,room_type
executive_room_with_terrace,balcony_room,room_type
suite_with_spa_access_3_adults,spa_access,access_type
suite_with_spa_access_2_adults,spa_access,access_type
suite_with_spa_access_1_adult,spa_access,access_type
double_or_twin_room_with_spa_access,spa_access,access_type
deluxe_triple_room_with_spa_access,spa_access,access_type
triple_room_with_spa_access,spa_access,access_type
deluxe_family_room_with_spa_access,spa_access,access_type
queen_room_with_sofa_bed_non_smoking,king_room,room_type
queen_room_with_roll_in_shower_mobility_access_non_smoking,king_room,room_type
deluxe_suite_with_executive_lounge_access,lounge_access,access_type
executive_king_suite_with_lounge_access,lounge_access,access_type
superior_one_bedroom_suite_with_executive_lounge_access,lounge_access,access_type
double_room_with_balcony,balcony_room,room_type
double_room_with_st_stephen_s_cathedral_view,room_with_view,view_type
suite_with_st_stephen_s_cathedral_view,room_with_view,view_type
executive_double_room_with_executive_lounge_access,lounge_access,access_type
superior_deluxe_king_or_double_room,king_room,room_type
double_or_twin_room_with_park_view,park_view,view_type
superior_double_or_twin_room_with_parking,king_room,room_type
superior_double_room_3_adults,double_room,room_type
deluxe_premium_double_room,double_room,room_type
superior_double_room_2_adults_1_child,family_trip,trip_type
paseo_de_gracia_double_or_twin_room,double_room,room_type
condal_double_or_twin_room,double_room,room_type
superior_quadruple_room_with_balcony,balcony_room,room_type
junior_suite_2_adults_2_children,family_trip,trip_type
deluxe_boulevard_twin_room,deluxe_room,room_type
deluxe_garden_room,deluxe_room,room_type
deluxe_boulevard_double_room,double_room,room_type
deluxe_double_or_twin_room_1_2_adults,double_room,room_type
junior_suite_1_3_adults,suite,other_room_types
superior_double_room_1_2_adults,double_room,room_type
senior_suite_1_3_adults,suite,other_room_types
suite_1_3_adults,suite,other_room_types
superior_two_bedroom_apartment,apartment,other_room_types
deluxe_double_or_twin_room_with_landmark_view,room_with_view,view_type
executive_double_or_twin_room_with_city_view,city_view,view_type
king_room_with_pool_view,pool_view,view_type
king_hilton_guestroom,king_room,room_type
twin_hilton_executive_room_with_access_to_executive_lounge,lounge_access,access_type
twin_room_with_pool_view,pool_view,view_type
king_hilton_deluxe_room,king_room,room_type
twin_hilton_guestroom,twin_room,room_type
twin_hilton_sea_view,sea_view,view_type
king_room_with_partial_sea_view,sea_view,view_type
king_hilton_sea_view,sea_view,view_type
twin_room_with_partial_sea_view,sea_view,view_type
king_hilton_executive_room_with_access_to_executive_lounge,lounge_access,access_type
twin_room_with_city_view,city_view,view_type
grand_suite_duplex,suite,other_room_types
executive_double_or_twin_room_3_adults,double_room,room_type
family_room_4_guest,family_trip,trip_type
family_room_2_adults_3_children,family_trip,trip_type
junior_suite_with_private_pool,private_access,access_type
design_double_or_twin_room,double_room,room_type
classic_twin_or_double_room,double_room,room_type
the_rooks_nest,other_room,room_type
top_deluxe_room,deluxe_room,room_type
mosaic_double_room,double_room,room_type
ambassador_junior_suite,suite,other_room_types
junior_suite_double_or_twin,suite,other_room_types
deluxe_room_2_adults_1_child,family_trip,trip_type
quintuple_room_5_adults,bigger_room,room_type
double_room_with_spa_bath,spa_access,access_type
triple_room_with_spa_bath,spa_access,access_type
twin_room_with_spa_bath,spa_access,access_type
superior_double_room_with_view_non_smoking,room_with_view,view_type
superior_room_with_1_single_bed,superior_room,room_type
standard_double_room_non_smoking,king_room,room_type
deluxe_contemporary_room,deluxe_room,room_type
grand_deluxe_contemporary_room,deluxe_room,room_type
deluxe_imperial_room,deluxe_room,room_type
grand_deluxe_imperial_room,deluxe_room,room_type
classic_twin_view,room_with_view,view_type
executive_double_room_with_city_view,city_view,view_type
classic_king_view,room_with_view,view_type
executive_twin_room_with_city_view,city_view,view_type
superior_deluxe_double_or_twin_room,double_room,room_type
executive_double_or_twin_room_with_no_view,double_room,room_type
loft_suite_disability_access,accessibility,accessibility
deluxe_double_or_twin_room_disability_access,accessibility,accessibility
fabulous_sky_room,other_room,room_type
wonderful_sky_room,other_room,room_type
cozy_double_or_twin_room,double_room,room_type
cool_corner_suite,suite,other_room_types
wonderful_double_or_twin_room,double_room,room_type
mega_room,other_room,room_type
fabulous_double_or_twin_room,double_room,room_type
deluxe_double_or_twin_room_2_adults_1_child,family_trip,trip_type
executive_double_or_twin_room_with_spa_access,spa_access,access_type
view_queen,room_with_view,view_type
view_king_room,room_with_view,view_type
suite_king,king_room,room_type
deluxe_king,king_room,room_type
deluxe_twin,deluxe_room,room_type
hyatt_twin_room,twin_room,room_type
corner_view_suite,room_with_view,view_type
hyatt_king_room_with_view,room_with_view,view_type
view_twin,room_with_view,view_type
hyatt_king_room,king_room,room_type
hyatt_queen_room,queen_room,room_type
hyatt_queen_room_with_view,room_with_view,view_type
hyatt_twin_room_with_view,room_with_view,view_type
wonderful_double_room,double_room,room_type
spectacular_double_room,double_room,room_type
cozy_room,other_room,room_type
fantastic_suite,suite,other_room_types
deluxe_double_or_twin_room_with_parking,king_room,room_type
special_offer_deluxe_double_or_twin_room,double_room,room_type
executive_double_room_with_square_view,room_with_view,view_type
suite_reloj,suite,other_room_types
deluxe_double_or_twin_room_3_adults,double_room,room_type
deluxe_room_with_two_double_beds,double_room,room_type
executive_room_with_two_double_beds_and_executive_lounge_access,lounge_access,access_type
grand_executive_club_room,executive_room,room_type
double_room_cosy,double_room,room_type
double_room_medium,double_room,room_type
double_room_crash_pad,double_room,room_type
double_room_medium_heritage,double_room,room_type
double_room_crash_pad_under_30s,double_room,room_type
double_room_large,double_room,room_type
executive_black_suite,suite,other_room_types
superior_deluxe_room,deluxe_room,room_type
art_twin_room,twin_room,room_type
art_king_room,king_room,room_type
art_room_with_iconic_view,room_with_view,view_type
art_room_xl_with_iconic_view,room_with_view,view_type
luxury_suite_antique_theme,suite,other_room_types
luxury_suite_music_theme,suite,other_room_types
superior_room_with_canal_view,canal_view,view_type
junior_suite_with_canal_view,canal_view,view_type
garden_view_queen,park_view,view_type
garden_view_king,park_view,view_type
canal_view_king,canal_view,view_type
large_garden_view_king,park_view,view_type
garden_view_twins,park_view,view_type
observatory_king,king_room,room_type
large_canal_view_king,canal_view,view_type
canal_view_queens,canal_view,view_type
large_canal_view_queen,canal_view,view_type
double_room_with_canal_view,canal_view,view_type
large_double_room_with_garden_view,park_view,view_type
executive_king_room_with_city_view,city_view,view_type
executive_twin_room_with_river_view,river_view,view_type
executive_suite_with_river_view,river_view,view_type
family_room_4_people,family_trip,trip_type
one_bedroom_apartment_penthouse,penthouse_suite,other_room_types
deluxe_barcelona_city_view,city_view,view_type
superior_triple_room_3_adults,superior_room,room_type
two_connecting_superior_double_rooms,more_than_one_room,room_type
deluxe_double_or_twin_room_with_ramblas_view,room_with_view,view_type
double_or_twin_room_2_adult_1_children,family_trip,trip_type
comfort_room_with_extra_bed,other_room,room_type
small_twin_room,twin_room,room_type
standard_double_or_twin_room_with_view,room_with_view,view_type
special_offer_deluxe_room,deluxe_room,room_type
embassy_suite,suite,other_room_types
junior_double,double_room,room_type
k_suite,suite,other_room_types
grande_suite,suite,other_room_types
comfort_suite,suite,other_room_types
studio_with_courtyard_view,courtyard_view,view_type
classic_room_with_courtyard_view,courtyard_view,view_type
deluxe_room_with_courtyard_view,courtyard_view,view_type
executive_double_room_with_whirlpool,double_room,room_type
family_room_annex,family_trip,trip_type
deluxe_twin_room_annex,deluxe_room,room_type
executive_twin_room_with_whirlpool,twin_room,room_type
deluxe_double_room_annex,double_room,room_type
quadruple_room_annex,bigger_room,room_type
triple_room_annex,triple_room,room_type
comfort_double_room_with_terrace,balcony_room,room_type
comfort_double_or_twin_room_with_balcony,balcony_room,room_type
deluxe_double_room_with_private_pool,private_access,access_type
classic_double_room_with_private_terrace,private_access,access_type
superior_twin_room_with_private_pool,private_access,access_type
universitat_double_or_twin_room,double_room,room_type
special_offer_standard_double_or_twin_room,double_room,room_type
suite_with_city_view_and_parking,city_view,view_type
queen_room_with_sofa_bed,queen_room,room_type
ruyschen_suite,suite,other_room_types
new_amsterdam_suite,suite,other_room_types
superior_plus_twin_room,twin_room,room_type
superior_plus_double_room,double_room,room_type
business_double_room_with_wifi_and_breakfast,breakfast_included,free
standard_double_room_single_use,double_room,room_type
deluxe_double_room_with_connecting_doors,double_room,room_type
family_room_with_balcony,family_trip,trip_type
executive_suite_with_balcony,balcony_room,room_type
twin_hilton_plaza_room,twin_room,room_type
king_corner_room,king_room,room_type
penthouse_king_executive_room_with_access_to_executive_lounge,penthouse_suite,other_room_types
king_hilton_plaza_room,king_room,room_type
twin_plaza_executive_room,twin_room,room_type
penthouse_plaza_suite_with_access_to_executive_lounge,penthouse_suite,other_room_types
king_plaza_executive_room,king_room,room_type
penthouse_junior_suite_with_access_to_executive_lounge,penthouse_suite,other_room_types
grand_deluxe_room,deluxe_room,room_type
ring_suite,suite,other_room_types
hansen_suite,suite,other_room_types
two_bedroom_suite_with_two_bathrooms,more_than_one_room,room_type
guest_room_with_balcony,balcony_room,room_type
club_room_with_club_lounge_access,lounge_access,access_type
club_suite_with_club_lounge_access,lounge_access,access_type
standard_triple_room_3_adults,triple_room,room_type
economy_plus_double_room,double_room,room_type
business_plus_double_room_with_balcony,balcony_room,room_type
business_double_room_with_balcony,balcony_room,room_type
business_plus_single_room_with_balcony,balcony_room,room_type
business_single_room_with_balcony,balcony_room,room_type
economy_apartment_2_adults,apartment,other_room_types
business_apartment_1_adult,apartment,other_room_types
superior_room_with_balcony_or_terrace,balcony_room,room_type
comfort_plus_double_room,double_room,room_type
double_or_twin_room_with_bathroom,double_room,room_type
economy_twin_room,twin_room,room_type
special_offer_twin_double_room_stay_and_park,double_room,room_type
king_junior_suite_with_lounge_access,lounge_access,access_type
large_room,bigger_room,room_type
luxury_quadruple_room,bigger_room,room_type
fabulous_exchange_king,king_room,room_type
wonderful_exchange_king,king_room,room_type
marvelous_suite_exchange,suite,other_room_types
cozy_exchange_king,king_room,room_type
fabulous_bank_king,king_room,room_type
wonderful_bank_king,king_room,room_type
wonderful_bank_with_canal_view,canal_view,view_type
studio_suite_bank,suite,other_room_types
superior_triple_room_xl,superior_room,room_type
superior_double_or_twin_room_xl_with_view,room_with_view,view_type
standard_twin_room_with_bridge_view,room_with_view,view_type
standard_double_room_with_bridge_view,room_with_view,view_type
executive_king_room_with_panoramic_view,room_with_view,view_type
deluxe_twin_room_with_city_view,city_view,view_type
deluxe_double_room_with_panoramic_view,room_with_view,view_type
standard_double_room_with_parking,king_room,room_type
junior_suite_with_executive_lounge_access_and_free_wifi,lounge_access,access_type
executive_room_with_executive_lounge_access_free_wifi,lounge_access,access_type
superior_room_design_style_free_wifi,free_wifi,free
corner_larger_executive_room_with_executive_lounge_access_free_wifi,lounge_access,access_type
suite_split_level,suite,other_room_types
superior_double_or_twin_room_with_landmark_view,room_with_view,view_type
two_bedroom_family,family_trip,trip_type
deluxe_junior_partial_river_view,river_view,view_type
luxury_king_room_with_river_view,river_view,view_type
one_bedroom_river_view_suite,river_view,view_type
single_room_with_courtyard_view,courtyard_view,view_type
city_apartment,apartment,other_room_types
one_bed_feature_room,other_room,room_type
double_room_disability_access_tub,accessibility,accessibility
deluxe_club_double_room,double_room,room_type
imperial_club_double_room_with_access_to_the_club_lounge,lounge_access,access_type
junior_suite_with_access_to_the_club_lounge,lounge_access,access_type
club_double_room_with_free_internet_and_breakfast,breakfast_included,free
superior_studio_with_city_view,city_view,view_type
one_bedroom_apartment_with_city_view,city_view,view_type
classic_double_or_twin_room_with_city_view,city_view,view_type
deluxe_duplex_room,deluxe_room,room_type
royal_duplex_suite,suite,other_room_types
grand_duplex_suite,suite,other_room_types
junior_suite_5_adults,suite,other_room_types
mandarin_double_or_twin_room,double_room,room_type
junior_suite_double,suite,other_room_types
interior_double_or_twin_room,double_room,room_type
two_adjacent_double_or_twin_rooms,more_than_one_room,room_type
family_junior_suite_3_adults_1_child,family_trip,trip_type
superior_junior_suite_single_use,suite,other_room_types
hypoallergenic_double_or_twin_room,double_room,room_type
executive_double_room_with_turkish_bath,double_room,room_type
executive_suite_3_adults,suite,other_room_types
executive_suite_2_adults,suite,other_room_types
four_seasons_king_junior_suite,king_room,room_type
four_seasons_twin_junior_suite,suite,other_room_types
family_room_5_adults,family_trip,trip_type
family_room_3_adults_1_child,family_trip,trip_type
standard_double_or_twin_room_1_2_adults,double_room,room_type
superior_double_room_1_adult,double_room,room_type
king_room_mobility_accessible,accessibility,accessibility
king_family_room,family_trip,trip_type
1_king_bed_guest_room,king_room,room_type
2_twin_beds_guest_room,twin_room,room_type
king_room_with_executive_lounge_access,lounge_access,access_type
twin_room_with_executive_lounge_access,lounge_access,access_type
queen_room_with_executive_lounge_access,lounge_access,access_type
deluxe_junior_suite_with_spa_bath,spa_access,access_type
single_room_with_park_view,park_view,view_type
double_or_twin_room_with_panoramic_view,room_with_view,view_type
superior_suite_2_adults,suite,other_room_types
executive_double_room_with_access_to_the_level_lounge,lounge_access,access_type
executive_twin_room_with_access_to_the_level_lounge,lounge_access,access_type
supreme_double_room,double_room,room_type
executive_room_with_double_bed,double_room,room_type
superior_room_with_double_bed_and_sofa_bed,double_room,room_type
superior_business_room_with_a_double_bed_and_sofa_bed,double_room,room_type
superior_room_with_1_double_bed_and_1_sofa_bed_3_adults,double_room,room_type
superior_double_or_twin_room_xl_with_extra_bed,double_room,room_type
superior_double_room_single_use,double_room,room_type
quality_double_or_twin_room,double_room,room_type
quality_double_or_twin_room_with_extra_bed,double_room,room_type
quality_single_room,single_room,room_type
single_room_annex,single_room,room_type
double_room_annex,double_room,room_type
standard_room_with_1_kingsize_bed,king_room,room_type
deluxe_king_or_queen_room,king_room,room_type
premium_king_or_queen_room,king_room,room_type
superior_double_room_with_massage_chair,double_room,room_type
room_assigned_at_check_in,other_room,room_type
deluxe_double_room_with_gallery_view,room_with_view,view_type
junior_suite_with_terrace_and_city_view,city_view,view_type
superior_twin_room_with_two_double_beds,double_room,room_type
superior_double_room_with_duomo_view,room_with_view,view_type
suite_with_duomo_view,room_with_view,view_type
junior_suite_with_courtyard_view,courtyard_view,view_type
junior_suite_with_gallery_view,room_with_view,view_type
standard_double_or_twin_room_with_extra_bed_3_adults,double_room,room_type
standard_double_or_twin_room_with_extra_bed_2_adults_1_child,family_trip,trip_type
superior_double_or_twin_room_with_extra_bed_2_adults_1_child,family_trip,trip_type
superior_double_or_twin_room_with_extra_bed_3_adults,double_room,room_type
twin_room_with_park_view,park_view,view_type
double_room_with_park_view,park_view,view_type
triple_room_with_park_view,park_view,view_type
park_junior_suite,suite,other_room_types
park_deluxe_executive_king,king_room,room_type
nhow_double_or_twin_room,double_room,room_type
nhow_premium_double_or_twin_room,double_room,room_type
junior_suite_with_hydromassage_shower,suite,other_room_types
junior_suite_with_private_garden,private_access,access_type
queen_or_twin_room,queen_room,room_type
executive_double_or_twin_room_with_club_lounge_access,lounge_access,access_type
classic_double_room_1_adult,double_room,room_type
comfort_triple_room_with_spa_bath,spa_access,access_type
economy_quadruple_room,economy,room_type
double_or_twin_room_single_use,double_room,room_type
premium_view_double_room,room_with_view,view_type
superior_double_room_with_sofa_bed,double_room,room_type
standard_double_room_with_view_terrace,balcony_room,room_type
large_family_suite,family_trip,trip_type
deluxe_twin_room_souterrain_basement,deluxe_room,room_type
stunning_city_studio,studio,other_room_types
interior_facing_double_room_with_natural_light,double_room,room_type
superior_deluxe_double_or_twin_room_with_spa_access,spa_access,access_type
family_duplex_room,family_trip,trip_type
souterraine_double_or_twin_room,double_room,room_type
executive_double_room_with_spa_bath,spa_access,access_type
large_one_bedroom_apartment,apartment,other_room_types
double_without_credit_card,double_room,room_type
souterrain_triple_room,triple_room,room_type
souterrain_double_room,double_room,room_type
deluxe_double_room_with_canal_view,canal_view,view_type
souterrain_twin_room,twin_room,room_type
deluxe_double_room_with_lounge_access,lounge_access,access_type
club_double_room_with_lounge_access,lounge_access,access_type
superior_double_room_disability_access,accessibility,accessibility
studio_king,king_room,room_type
superior_double_room_with_internal_view,room_with_view,view_type
studio_triple,studio,other_room_types
superior_twin_room_with_internal_view,room_with_view,view_type
deluxe_park_view,park_view,view_type
standard_double_room_with_park_view,park_view,view_type
deluxe_triple_room_with_canal_view,canal_view,view_type
small_double_room_with_canal_view,canal_view,view_type
deluxe_suite_with_city_view,city_view,view_type
small_deluxe_room_with_canal_view,canal_view,view_type
special_offer_queen_room,queen_room,room_type
weekend_offer_standard_studio,studio,other_room_types
congress_suite,suite,other_room_types
one_bedroom_suite_with_air_conditioning,suite,other_room_types
king_room_mobility_accessible_non_smoking,accessibility,accessibility
executive_club_room,executive_room,room_type
