,key_update,key_update,key_update,key_update,key_update,key_update,key_update,key_update
8 Rue Jean Goujon 8th arr 75008 Paris France,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
8 bis Avenue de la Soeur Rosalie 13th arr 75013 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
8 rue Chambiges 8th arr 75008 Paris France,none,none,none,suite,double_room,stayed_less_than_a_week,group_trip,none
8 rue Fr d ric Bastiat 8th arr 75008 Paris France,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
8 rue Laferriere 9th arr 75009 Paris France,none,none,none,suite,double_room,stayed_less_than_a_week,group_trip,none
8 rue d Anjou 8th arr 75008 Paris France,none,none,none,suite,none,stayed_less_than_a_week,family_trip,none
8 rue de Verneuil 7th arr 75007 Paris France,none,none,none,none,economy,stayed_more_than_a_week,family_trip,none
80 86 Belgrave Road Westminster Borough London SW1V 2BJ United Kingdom,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
81 103 Euston Street Camden London NW1 2EZ United Kingdom,none,none,none,suite,double_room,stayed_less_than_a_week,business_trip,none
81 Great Eastern Street Islington London EC2A 3HU United Kingdom,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
81 Jermyn Street Westminster Borough London SW1Y 6JF United Kingdom,none,none,breakfast_included,none,double_room,stayed_more_than_a_week,group_trip,none
81 boulevard Gouvion Saint Cyr 17th arr 75017 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,business_trip,none
82 Dalston Lane Hackney London E8 3AH United Kingdom,none,none,none,none,king_room,stayed_more_than_a_week,family_trip,none
82 Gloucester Place Westminster Borough London W1U 6HN United Kingdom,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
83 avenue Kl ber 16th arr 75016 Paris France,none,none,none,studio,double_room,stayed_more_than_a_week,family_trip,none
84 King Street Hammersmith and Fulham London W6 0QW United Kingdom,none,accessibility,none,none,double_room,stayed_more_than_a_week,group_trip,none
85 87 RUE DES ARCHIVES 3rd arr 75003 Paris France,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
85 Rue De Bercy 12th arr 75012 Paris France,none,none,none,none,queen_room,stayed_less_than_a_week,family_trip,none
86 88 Clerkenwell Road Islington London EC1M 5RJ United Kingdom,none,none,none,studio,economy,stayed_less_than_a_week,business_trip,none
86 Park Lane Westminster Borough London W1K 7TN United Kingdom,none,none,none,suite,more_than_one_room,stayed_less_than_a_week,family_trip,none
86 Quai D Austerlitz 13th arr 75013 Paris France,none,none,none,none,none,stayed_less_than_a_week,solo,room_with_view
86 Rue Saint Denis 1st arr 75001 Paris France,none,none,none,none,single_room,stayed_less_than_a_week,family_trip,courtyard_view
88 Bis Avenue Kl ber 16th arr 75016 Paris France,none,none,none,none,queen_room,stayed_more_than_a_week,family_trip,none
88 Holland Road Kensington and Chelsea London W14 8BN United Kingdom,none,none,none,studio,double_room,stayed_more_than_a_week,family_trip,none
88 Queens Gate Kensington and Chelsea London SW7 5AB United Kingdom,none,none,none,suite,single_room,stayed_more_than_a_week,family_trip,none
88 rue du Faubourg Poissoni re 10th arr 75010 Paris France,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
9 11 Sydney Street Kensington and Chelsea London SW3 6PU United Kingdom,none,none,none,none,double_room,stayed_more_than_a_week,solo,none
9 11 rue Balzac 8th arr 75008 Paris France,none,none,none,suite,executive_room,stayed_more_than_a_week,family_trip,none
9 13 Bloomsbury Street Nr Covent Garden Camden London WC1B 3QD United Kingdom,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
9 Carrefour de l Od on 6th arr 75006 Paris France,none,none,none,suite,twin_room,stayed_more_than_a_week,family_trip,none
9 Knaresborough Place Kensington and Chelsea London SW5 0TP United Kingdom,none,none,none,none,single_room,stayed_less_than_a_week,group_trip,none
9 Place Boulnois 17th arr 75017 Paris France,none,none,none,none,single_room,stayed_less_than_a_week,business_trip,none
9 Rue De Li ge 9th arr 75009 Paris France,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
9 Rue Littr 6th arr 75006 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
9 Rue Sainte Beuve 6th arr 75006 Paris France,none,none,none,none,economy,stayed_more_than_a_week,family_trip,none
9 Rue de Constantinople 8th arr 75008 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
9 Rue de Washington 8th arr 75008 Paris France,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
9 Rue du Sommerard 5th arr 75005 Paris France,none,none,none,none,king_room,stayed_less_than_a_week,family_trip,none
9 Villa de Saxe 7th arr 75007 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
9 rue Git le Coeur 6th arr 75006 Paris France,spa_access,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
9 rue Gr goire de Tours 6th arr 75006 Paris France,none,none,none,none,double_room,stayed_more_than_a_week,business_trip,none
9 rue de la Michodi re 2nd arr 75002 Paris France,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
9 rue frochot 9th arr 75009 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,business_trip,none
90 92 Lancaster Gate Westminster Borough London W2 3NR United Kingdom,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
92 Rue Du Cherche Midi 6th arr 75006 Paris France,none,none,none,suite,double_room,stayed_more_than_a_week,group_trip,park_view
92 Rue La Boetie 8th arr 75008 Paris France,none,none,none,suite,economy,stayed_less_than_a_week,group_trip,none
92 Southampton Row Camden London WC1B 4BH United Kingdom,none,accessibility,none,apartment,double_room,stayed_less_than_a_week,family_trip,none
92 rue de Vaugirard 6th arr 75006 Paris France,none,accessibility,none,none,queen_room,stayed_more_than_a_week,family_trip,none
93 Rue de Lille 7th arr 75007 Paris France,none,none,none,suite,other_room,stayed_less_than_a_week,family_trip,none
95 Rue de Richelieu 2nd arr 75002 Paris France,none,none,none,none,double_room,stayed_more_than_a_week,business_trip,none
97 Cromwell Road Kensington and Chelsea London SW7 4DN United Kingdom,lounge_access,accessibility,none,none,king_room,stayed_less_than_a_week,family_trip,none
97 Great Russell Street Bloomsbury Camden London WC1B 3LB United Kingdom,none,none,none,suite,double_room,stayed_more_than_a_week,group_trip,none
97 avenue des Ternes 17th arr 75017 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,solo,none
97 rue La Bo tie 8th arr 75008 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
97 rue Lauriston 16th arr 75016 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
98 Avenue d Italie 13th arr 75013 Paris France,none,none,none,none,double_room,stayed_more_than_a_week,solo,none
98 Rue De Clery 2nd arr 75002 Paris France,none,none,none,suite,double_room,stayed_less_than_a_week,group_trip,none
99 Bis Rue De Rome 17th arr 75017 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Albany Street London NW1 3UP United Kingdom,lounge_access,none,none,none,twin_room,stayed_more_than_a_week,family_trip,none
Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Aldwych Westminster Borough London WC2B 4DD United Kingdom,lounge_access,none,none,none,queen_room,stayed_less_than_a_week,family_trip,none
Aletta Jacobslaan 7 Slotervaart 1066 BP Amsterdam Netherlands,spa_access,none,none,none,queen_room,stayed_more_than_a_week,group_trip,none
Althanstra e 5 09 Alsergrund 1090 Vienna Austria,none,none,none,none,double_room,stayed_less_than_a_week,business_trip,none
Alzaia Naviglio Grande 8 Navigli 20144 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,courtyard_view
Am Heumarkt 35 37 03 Landstra e 1030 Vienna Austria,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Am Hof 2 01 Innere Stadt 1010 Vienna Austria,none,none,none,suite,king_room,stayed_more_than_a_week,family_trip,room_with_view
Am Stadtpark 1 03 Landstra e 1030 Vienna Austria,lounge_access,none,none,none,twin_room,stayed_more_than_a_week,family_trip,city_view
Ample 1 Pla a Duc de Medinaceli Ciutat Vella 08002 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Amstelstraat 17 Amsterdam City Center 1017 DA Amsterdam Netherlands,none,none,none,apartment,double_room,stayed_more_than_a_week,group_trip,none
Angli 60 Sarri St Gervasi 08017 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,business_trip,none
Anna van den Vondelstraat 6 Oud West 1054 GZ Amsterdam Netherlands,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Annagasse 16 01 Innere Stadt 1010 Vienna Austria,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Annagasse 7 01 Innere Stadt 1010 Vienna Austria,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Apollolaan 101 105 Oud Zuid 1077 AN Amsterdam Netherlands,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Apollolaan 123 125 Oud Zuid 1077 AP Amsterdam Netherlands,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Apollolaan 138 Oud Zuid 1077 BG Amsterdam Netherlands,none,none,none,none,king_room,stayed_less_than_a_week,group_trip,canal_view
Apollolaan 2 Oud Zuid 1077 BA Amsterdam Netherlands,none,none,none,none,economy,stayed_less_than_a_week,family_trip,canal_view
Arcs 10 Ciutat Vella 08002 Barcelona Spain,private_access,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Arend Janszoon Ernststraat 577 Zuideramstel 1082 LD Amsterdam Netherlands,none,none,none,studio,more_than_one_room,stayed_more_than_a_week,family_trip,none
Aribau 33 Eixample 08011 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,group_trip,none
Aribau 54 Eixample 08011 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,group_trip,none
Arlandaweg 10 Westpoort 1043 EW Amsterdam Netherlands,none,accessibility,none,none,double_room,stayed_less_than_a_week,family_trip,none
Aspernbr ckengasse 1 02 Leopoldstadt 1020 Vienna Austria,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Auerspergstra e 9 08 Josefstadt 1080 Vienna Austria,none,none,none,suite,double_room,stayed_more_than_a_week,group_trip,none
Ausi s Marc 34 Eixample 08010 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Avenida Bogatell 64 68 Sant Mart 08005 Barcelona Spain,spa_access,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Avenida Diagonal 1 Sant Mart 08019 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,sea_view
Avenida Diagonal 201 Sant Mart 08018 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,city_view
Avenida Diagonal 205 Sant Mart 08018 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,group_trip,none
Avenida Diagonal 555 Les Corts 08029 Barcelona Spain,none,none,none,none,king_room,stayed_more_than_a_week,family_trip,none
Avenida Diagonal 568 Sarri St Gervasi 08021 Barcelona Spain,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Avenida Diagonal 570 Sarri St Gervasi 08021 Barcelona Spain,none,none,none,suite,double_room,stayed_more_than_a_week,group_trip,room_with_view
Avenida Diagonal 589 591 Les Corts 08014 Barcelona Spain,lounge_access,none,none,none,twin_room,stayed_more_than_a_week,family_trip,city_view
Avenida Diagonal 596 Sarri St Gervasi 08021 Barcelona Spain,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,room_with_view
Avenida Diagonal 661 671 Les Corts 08028 Barcelona Spain,none,none,none,suite,twin_room,stayed_more_than_a_week,family_trip,none
Avenida Litoral 10 Ciutat Vella 08005 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,sea_view
Avenida Marqu s de l Argentera 4 Ciutat Vella 08003 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Avenida Meridiana 151 Sant Mart 08026 Barcelona Spain,spa_access,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Avenida Paralelo 57 59 Sants Montju c 08004 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Avenida Pearson 1 3 Les Corts 08034 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Avenida Rius y Taulet 1 3 Sants Montju c 08004 Barcelona Spain,lounge_access,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Avenida Roma 2 4 Sants Montju c 08014 Barcelona Spain,spa_access,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
Avenida Roma 22 30 Eixample 08015 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
Avenida Roma 23 Eixample 08029 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Avenida Roma 93 95 Eixample 08029 Barcelona Spain,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Avenida Sarri 50 Les Corts 08029 Barcelona Spain,lounge_access,none,none,none,double_room,stayed_less_than_a_week,family_trip,city_view
Avenida Tibidabo 1 Sarri St Gervasi 08022 Barcelona Spain,none,none,none,suite,deluxe_room,stayed_less_than_a_week,family_trip,none
Avinguda Catedral 7 Ciutat Vella 08002 Barcelona Spain,none,none,none,none,balcony_room,stayed_more_than_a_week,family_trip,room_with_view
Avinguda Icaria 195 Sant Mart 08005 Barcelona Spain,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Avinguda Paral lel 76 78 Ciutat Vella 08001 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
Avinyo 30 Ciutat Vella 08002 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Bail n 4 6 Eixample 08010 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Ballester 77 81 Gr cia 08023 Barcelona Spain,none,none,none,none,twin_room,stayed_more_than_a_week,group_trip,none
Balmes 103 105 Eixample 08008 Barcelona Spain,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Balmes 117 Eixample 08008 Barcelona Spain,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Balmes 142 146 Eixample 08008 Barcelona Spain,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Basil Street Knightsbridge Kensington and Chelsea London SW3 1AT United Kingdom,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Baumgasse 83 03 Landstra e 1030 Vienna Austria,none,none,breakfast_included,apartment,double_room,stayed_less_than_a_week,family_trip,none
Belgrove Street Camden London WC1H 8AB United Kingdom,none,none,none,apartment,double_room,stayed_more_than_a_week,family_trip,none
Bellamyplein 47 Oud West 1053 AT Amsterdam Netherlands,none,none,none,suite,double_room,stayed_less_than_a_week,group_trip,courtyard_view
Beltran i R zpide 7 9 Les Corts 08034 Barcelona Spain,none,none,none,suite,none,stayed_less_than_a_week,family_trip,none
Bergara 11 Eixample 08002 Barcelona Spain,spa_access,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Bergara 2 4 Eixample 08002 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Bergara 8 Eixample 08002 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Berruguete 126 Horta Guinard 08035 Barcelona Spain,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Bloomsbury Way Camden London WC1A 2SD United Kingdom,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Boltzmanngasse 8 09 Alsergrund 1090 Vienna Austria,none,none,none,none,single_room,stayed_more_than_a_week,family_trip,none
Bond Street Mayfair Westminster Borough London W1S 2YF United Kingdom,none,none,none,suite,queen_room,stayed_more_than_a_week,family_trip,none
Boquer a 10 Ciutat Vella 08002 Barcelona Spain,none,none,none,apartment,double_room,stayed_less_than_a_week,family_trip,none
Boria 24 26 Ciutat Vella 08003 Barcelona Spain,none,none,none,apartment,double_room,stayed_less_than_a_week,family_trip,none
Breite Gasse 9 07 Neubau 1070 Vienna Austria,none,none,none,suite,double_room,stayed_less_than_a_week,group_trip,none
Bridges Court Road Battersea London SW11 3BE United Kingdom,none,accessibility,none,suite,king_room,stayed_more_than_a_week,family_trip,river_view
Bryanston Street Marble Arch Westminster Borough London W1H 7EH United Kingdom,none,none,none,apartment,double_room,stayed_more_than_a_week,family_trip,none
Buckingham Gate Westminster Borough London SW1E 6AF United Kingdom,none,none,none,suite,king_room,stayed_more_than_a_week,family_trip,none
Burggasse 2 07 Neubau 1070 Vienna Austria,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
C rcega 368 Eixample 08037 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,group_trip,none
C rsega 289 Eixample 08008 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Cadogan Place Kensington and Chelsea London SW1X 9PY United Kingdom,none,none,none,suite,superior_room,stayed_more_than_a_week,family_trip,park_view
Calabria 115 117 Eixample 08015 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Calabria 90 92 Eixample 08015 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,solo,none
Calle K s n Entrada principal Mercabarna Sants Montju c 08040 Barcelona Spain,none,none,free_shuttle,none,double_room,stayed_less_than_a_week,family_trip,none
Calvet 40 42 Sarri St Gervasi 08021 Barcelona Spain,none,none,none,none,king_room,stayed_less_than_a_week,group_trip,none
Capellans 4 Ciutat Vella 08002 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Capitan Arenas 20 Les Corts 08034 Barcelona Spain,none,none,none,none,twin_room,stayed_more_than_a_week,family_trip,none
Carburton Street Westminster Borough London W1W 5EE United Kingdom,none,accessibility,none,none,double_room,stayed_more_than_a_week,group_trip,none
Cardenal Reig 11 Les Corts 08028 Barcelona Spain,none,none,none,none,king_room,stayed_more_than_a_week,family_trip,none
Cardington Street Euston Camden London NW1 2LP United Kingdom,none,none,none,none,twin_room,stayed_more_than_a_week,family_trip,none
Carlos Place Westminster Borough London W1K 2AL United Kingdom,none,none,none,none,king_room,stayed_more_than_a_week,business_trip,none
Carrer de Arag 271 Eixample 08007 Barcelona Spain,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Carretera Vallvidrera Tibidabo 83 93 Horta Guinard 08035 Barcelona Spain,none,none,none,suite,balcony_room,stayed_more_than_a_week,family_trip,room_with_view
Caspe 103 Eixample 08013 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
Catherine Grove Greenwich Greenwich London SE10 8BB United Kingdom,none,accessibility,none,suite,queen_room,stayed_less_than_a_week,group_trip,none
Chassestraat 62 64 De Baarsjes 1057 JJ Amsterdam Netherlands,none,none,none,suite,king_room,stayed_more_than_a_week,group_trip,none
Chelsea Harbour Hammersmith and Fulham London SW10 0XG United Kingdom,none,none,none,suite,more_than_one_room,stayed_more_than_a_week,family_trip,river_view
Coburgbastei 4 01 Innere Stadt 1010 Vienna Austria,none,none,none,suite,none,stayed_less_than_a_week,family_trip,none
Comte Borrell 208 Eixample 08029 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Comte d Urgell 232 Eixample 08036 Barcelona Spain,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Consell de Cent 498 500 Eixample 08013 Barcelona Spain,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Consell de Cent 51 53 Sants Montju c 08014 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Coopers Row City of London London EC3N 2BQ United Kingdom,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Coram Street Camden London WC1N 1HT United Kingdom,none,accessibility,none,none,double_room,stayed_less_than_a_week,family_trip,none
Corcega 255 Eixample 08036 Barcelona Spain,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Corso Buenos Aires 3 Milan City Center 20124 Milan Italy,spa_access,none,none,none,single_room,stayed_more_than_a_week,group_trip,none
Corso Buenos Aires 33 Central Station 20124 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
Corso Buenos Aires 42 5 Central Station 20124 Milan Italy,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Corso Concordia 1 Milan City Center 20129 Milan Italy,spa_access,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Corso Di Porta Nuova 1 Milan City Center 20121 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Corso Europa 9 Milan City Center 20122 Milan Italy,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Corso Garibaldi 84 Milan City Center 20121 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Corso Giacomo Matteotti 4 6 Milan City Center 20121 Milan Italy,none,none,none,none,king_room,stayed_less_than_a_week,family_trip,none
Corso Magenta 19 Milan City Center 20123 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
Corso Sempione 69 Fiera Milano City 20149 Milan Italy,none,none,none,suite,double_room,stayed_more_than_a_week,group_trip,none
Corso Sempione 91 Fiera Milano City 20149 Milan Italy,spa_access,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Corso di Porta Romana 48 Milan City Center 20122 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Corso di Porta Romana 64 Milan City Center 20122 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Corso di Porta Vigentina 46 Milan City Center 20122 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,business_trip,none
Crist bal de Moura 138 Sant Mart 08019 Barcelona Spain,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
D u i Mata 66 99 Les Corts 08029 Barcelona Spain,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Dam 9 Amsterdam City Center 1012 JS Amsterdam Netherlands,none,none,none,apartment,double_room,stayed_less_than_a_week,family_trip,room_with_view
Damrak 1 5 Amsterdam City Center 1012 LG Amsterdam Netherlands,none,none,none,suite,double_room,stayed_more_than_a_week,group_trip,room_with_view
Damrak 93 94 Amsterdam City Center 1012 LP Amsterdam Netherlands,none,none,none,none,king_room,stayed_more_than_a_week,group_trip,none
Damrak 96 Amsterdam City Center 1012 LP Amsterdam Netherlands,none,none,none,suite,double_room,stayed_more_than_a_week,group_trip,city_view
Daungasse 1 6 7 08 Josefstadt 1080 Vienna Austria,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
De Boelelaan 2 Zuideramstel 1083 HJ Amsterdam Netherlands,none,none,none,none,economy,stayed_less_than_a_week,group_trip,city_view
De Passage 90 Noord Holland Zuidoost 1101 AX Amsterdam Netherlands,none,none,none,suite,double_room,stayed_less_than_a_week,group_trip,none
Delflandlaan 15 Slotervaart 1062 EA Amsterdam Netherlands,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Dels Lledo 7 Ciutat Vella 08003 Barcelona Spain,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Desider Friedmann Platz 2 01 Innere Stadt 1010 Vienna Austria,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
Diagonal Pere IV 272 Sant Mart 08005 Barcelona Spain,none,none,none,none,none,stayed_more_than_a_week,group_trip,city_view
Dijsselhofplantsoen 7 Oud Zuid 1077 BJ Amsterdam Netherlands,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Diputaci 195 Eixample 08011 Barcelona Spain,none,none,none,apartment,more_than_one_room,stayed_more_than_a_week,family_trip,none
Diputaci 257 Eixample 08007 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Diputaci 262 264 Eixample 08007 Barcelona Spain,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Diputacion 250 Eixample 08007 Barcelona Spain,spa_access,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Distelkade 21 Amsterdam Noord 1031 XP Amsterdam Netherlands,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
Doctor Carulla 25 Sarri St Gervasi 08017 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Doctor Trueta 164 Sant Mart 08005 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,lounge_access,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Dorotheergasse 3 01 Innere Stadt 1010 Vienna Austria,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Duc De Medinaceli 8 Ciutat Vella 08002 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
Eerste Constantijn Huygensstraat 10A Oud West 1054 BR Amsterdam Netherlands,none,none,none,penthouse_suite,double_room,stayed_less_than_a_week,family_trip,none
Eerste Constantijn huygensstraat 26G Oud West 1054 BR Amsterdam Netherlands,none,none,none,suite,double_room,stayed_less_than_a_week,solo,none
Elisabets 11 Ciutat Vella 08001 Barcelona Spain,none,none,none,suite,other_room,stayed_less_than_a_week,family_trip,none
Empire Way Wembley Brent London HA9 8DS United Kingdom,none,accessibility,none,suite,queen_room,stayed_less_than_a_week,family_trip,none
Engerthstra e 173 175 02 Leopoldstadt 1020 Vienna Austria,none,none,none,suite,economy,stayed_less_than_a_week,family_trip,none
Enric Granados 62 64 Eixample 08008 Barcelona Spain,none,none,none,none,balcony_room,stayed_less_than_a_week,family_trip,none
Enrique Granados 83 Eixample 08008 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,group_trip,none
Epping Forest 30 Oak Hill London IG8 9NY United Kingdom,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Espronceda 6 Sant Mart 08005 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,sea_view
Europaboulevard 10 Zuideramstel 1083 AD Amsterdam Netherlands,none,none,none,none,queen_room,stayed_less_than_a_week,family_trip,none
Euston Road Camden London NW1 2AR United Kingdom,lounge_access,none,none,none,deluxe_room,stayed_less_than_a_week,family_trip,none
Excel 2 Festoon Way Royal Victoria Dock Newham London E16 1RH United Kingdom,none,accessibility,none,suite,queen_room,stayed_less_than_a_week,family_trip,room_with_view
F hrichgasse 10 01 Innere Stadt 1010 Vienna Austria,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,room_with_view
Favoritenstra e 12 04 Wieden 1040 Vienna Austria,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Felberstra e 4 15 Rudolfsheim F nfhaus 1150 Vienna Austria,none,none,none,none,economy,stayed_less_than_a_week,family_trip,none
Ferdinand Bolstraat 194 Oud Zuid 1072 LW Amsterdam Netherlands,none,none,none,none,twin_room,stayed_less_than_a_week,group_trip,none
Ferdinand Bolstraat 333 Oud Zuid 1072 LH Amsterdam Netherlands,none,none,free_parking,suite,double_room,stayed_more_than_a_week,family_trip,city_view
Filmteichstra e 5 10 Favoriten 1100 Vienna Austria,none,none,none,none,single_room,stayed_less_than_a_week,group_trip,none
Fizeaustraat 2 Oost 1097 SC Amsterdam Netherlands,none,none,none,none,double_room,stayed_more_than_a_week,group_trip,none
Fleischmarkt 1a 01 Innere Stadt 1010 Vienna Austria,none,none,none,none,double_room,stayed_more_than_a_week,group_trip,none
Frankenberggasse 10 04 Wieden 1040 Vienna Austria,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Freytaggasse 25 27 21 Floridsdorf 1210 Vienna Austria,none,none,none,studio,none,stayed_more_than_a_week,family_trip,none
