,key_update,key_update,key_update,key_update,key_update,key_update,key_update,key_update
Numancia 32 Sants Montju c 08029 Barcelona Spain,private_access,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Numancia 74 Les Corts 08029 Barcelona Spain,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Old Park Lane Westminster Borough London W1K 1LB United Kingdom,none,none,none,apartment,double_room,stayed_more_than_a_week,family_trip,park_view
One Eastern Gateway Royal Victoria Dock Newham London E16 1FR United Kingdom,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,river_view
One Ham Yard Westminster Borough London W1D 7DT United Kingdom,none,none,none,suite,luxury_room,stayed_less_than_a_week,family_trip,none
Oosterdoksstraat 4 Amsterdam City Center 1011 DK Amsterdam Netherlands,none,none,none,none,queen_room,stayed_more_than_a_week,group_trip,room_with_view
Opernring 11 01 Innere Stadt 1010 Vienna Austria,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Ottakringer Stra e 34 36 17 Hernals 1170 Vienna Austria,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Oude Haagseweg 20 Slotervaart 1066 BW Amsterdam Netherlands,none,none,none,suite,twin_room,stayed_more_than_a_week,group_trip,none
Oudeschans 75 Amsterdam City Center 1011 KW Amsterdam Netherlands,none,none,none,suite,more_than_one_room,stayed_more_than_a_week,group_trip,canal_view
Oudezijds Voorburgwal 197 Amsterdam City Center 1012 EX Amsterdam Netherlands,none,none,none,none,king_room,stayed_less_than_a_week,family_trip,city_view
Overhoeksplein 7 Amsterdam Noord 1031 KS Amsterdam Netherlands,none,none,none,none,economy,stayed_less_than_a_week,group_trip,city_view
Palaud ries 26 Sants Montju c 08004 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
Pallars 121 125 Sant Mart 08018 Barcelona Spain,spa_access,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Pallars 128 130 Sant Mart 08018 Barcelona Spain,spa_access,none,none,none,more_than_one_room,stayed_less_than_a_week,family_trip,none
Panama Laan 188 196 Zeeburg 1019 AZ Amsterdam Netherlands,none,none,none,none,king_room,stayed_more_than_a_week,group_trip,none
Papagenogasse 6 06 Mariahilf 1060 Vienna Austria,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Paragonstra e 1 11 Simmering 1110 Vienna Austria,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Paral lel 115 Sants Montju c 08004 Barcelona Spain,none,none,none,none,double_room,stayed_more_than_a_week,group_trip,none
Park Lane Westminster Borough London W1K 7TN United Kingdom,lounge_access,none,none,none,king_room,stayed_more_than_a_week,family_trip,none
Parkring 12 01 Innere Stadt 1010 Vienna Austria,none,none,none,suite,balcony_room,stayed_more_than_a_week,family_trip,room_with_view
Parkring 12a 01 Innere Stadt 1010 Vienna Austria,lounge_access,none,none,none,double_room,stayed_more_than_a_week,family_trip,park_view
Pas de Sota Muralla 9 Ciutat Vella 08003 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,room_with_view
Paseo Garc a Faria 37 47 Sant Mart 08019 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Paseo Garc a I Faria 69 71 Sant Mart 08019 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Paseo Taulat 278 Sant Mart 08019 Barcelona Spain,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,sea_view
Paseo de Gracia 46 Eixample 08007 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Paseo de Gracia 73 Eixample 08008 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Paseo de Gracia 75 Eixample 08008 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,city_view
Passeig Colom 12 Ciutat Vella 08002 Barcelona Spain,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Passeig de Colom 9 Ciutat Vella 08002 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Passeig de Gr cia 29 Eixample 08007 Barcelona Spain,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,room_with_view
Passeig de Gr cia 38 40 Eixample 08007 Barcelona Spain,none,none,none,suite,deluxe_room,stayed_more_than_a_week,family_trip,none
Passeig de Gracia 132 Gr cia 08008 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,room_with_view
Passeig de Gracia 62 Eixample 08007 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Passeig de Gracia 68 Eixample 08007 Barcelona Spain,none,none,none,apartment,double_room,stayed_less_than_a_week,family_trip,city_view
Passeig de Gracia 84 Eixample 08008 Barcelona Spain,none,none,none,none,other_room,stayed_less_than_a_week,family_trip,none
Passeig de Picasso 26 30 Ciutat Vella 08003 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Passeig de Sant Antoni 36 40 Sants Montju c 08014 Barcelona Spain,none,none,none,none,none,stayed_less_than_a_week,family_trip,city_view
Passeig del Taulat 262 264 Sant Mart 08019 Barcelona Spain,lounge_access,none,none,none,king_room,stayed_less_than_a_week,family_trip,pool_view
Pasteurgasse 1 09 Alsergrund 1090 Vienna Austria,none,none,none,suite,double_room,stayed_more_than_a_week,group_trip,none
Pau Clar s 122 Eixample 08009 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,city_view
Pau Claris 150 Eixample 08009 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Pau Claris 179 Eixample 08037 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,park_view
Pelai 28 Ciutat Vella 08002 Barcelona Spain,private_access,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Pelayo 14 Ciutat Vella 08001 Barcelona Spain,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Pelzgasse 1 15 Rudolfsheim F nfhaus 1150 Vienna Austria,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Peters Lane Cowcross Street Islington London EC1M 6DS United Kingdom,none,none,none,suite,double_room,stayed_more_than_a_week,business_trip,none
Petersplatz 9 01 Innere Stadt 1010 Vienna Austria,none,none,none,none,double_room,stayed_less_than_a_week,business_trip,none
Philharmoniker Stra e 4 01 Innere Stadt 1010 Vienna Austria,none,none,none,suite,deluxe_room,stayed_less_than_a_week,family_trip,none
Piazza Della Repubblica 17 Central Station 20124 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Piazza Duca D Aosta 9 Central Station 20124 Milan Italy,none,none,none,suite,king_room,stayed_less_than_a_week,family_trip,none
Piazza Fontana 3 Milan City Center 20122 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Piazza Gerusalemme 12 Sempione 20154 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Piazza Gerusalemme 6 Sempione 20154 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Piazza Giuseppe Missori 1 Milan City Center 20123 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Piazza Lima 2 Central Station 20124 Milan Italy,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Piazza Luigi di Savoia 20 Central Station 20124 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Piazza Luigi di Savoia 6 Central Station 20124 Milan Italy,spa_access,none,none,none,single_room,stayed_more_than_a_week,family_trip,none
Piazza Oberdan 12 Milan City Center 20129 Milan Italy,none,none,none,none,twin_room,stayed_less_than_a_week,family_trip,room_with_view
Piazza Quattro Novembre 3 Central Station 20124 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,group_trip,none
Piazza XXIV Maggio 8 Milan City Center 20123 Milan Italy,none,none,none,suite,more_than_one_room,stayed_less_than_a_week,family_trip,none
Piazza della Repubblica 13 Central Station 20124 Milan Italy,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Piazza della Repubblica 20 Central Station 20124 Milan Italy,none,none,none,suite,deluxe_room,stayed_less_than_a_week,family_trip,none
Piazzale Lugano 10 Bovisa 20158 Milan Italy,none,none,none,none,double_room,stayed_more_than_a_week,group_trip,none
Piccadilly Westminster Borough London W1J 7BX United Kingdom,none,none,none,none,economy,stayed_more_than_a_week,family_trip,none
Piet Heinkade 11 Zeeburg 1019 BR Amsterdam Netherlands,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,city_view
Pintor Fortuny 13 Ciutat Vella 08001 Barcelona Spain,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Pla a Antonio L pez 5 Ciutat Vella 08002 Barcelona Spain,none,accessibility,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Pla a Reial 1 Ciutat Vella 08001 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Pla a Rosa dels Vents 1 Passeig Joan de Borbo Ciutat Vella 08039 Barcelona Spain,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Pla a Urquinaona 2 Eixample 08010 Barcelona Spain,none,none,none,suite,balcony_room,stayed_less_than_a_week,family_trip,room_with_view
Pla a de Llevant s n Sant Mart 08019 Barcelona Spain,spa_access,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Place Andr Malraux 1st arr 75001 Paris France,none,none,none,none,king_room,stayed_more_than_a_week,family_trip,room_with_view
Place de l Op ra 4 rue Meyerbeer 9th arr 75009 Paris France,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Plaza Carlos Iba ez 3 Sants Montju c 08038 Barcelona Spain,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Plaza Espa a 6 8 Sants Montju c 08014 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,city_view
Plaza Paisos Catalans s n Sants Montju c 08014 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Plaza Parade Camden London NW6 5RP United Kingdom,lounge_access,none,none,none,double_room,stayed_more_than_a_week,group_trip,none
Plaza de Catalunya 19 Ciutat Vella 08002 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,group_trip,room_with_view
Portland Place Westminster Borough London W1B 1JA United Kingdom,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Poultry 27 City of London London EC2R 8AJ United Kingdom,none,none,none,suite,double_room,stayed_more_than_a_week,group_trip,none
Praterstra e 1 02 Leopoldstadt 1020 Vienna Austria,none,none,none,suite,queen_room,stayed_less_than_a_week,business_trip,none
Prins Hendrikkade 108 Amsterdam City Center 1011 AK Amsterdam Netherlands,none,none,none,suite,deluxe_room,stayed_less_than_a_week,family_trip,none
Prins Hendrikkade 33 Amsterdam City Center 1012 TM Amsterdam Netherlands,none,none,none,none,king_room,stayed_less_than_a_week,family_trip,room_with_view
Prins Hendrikkade 59 72 Amsterdam City Center 1012 AD Amsterdam Netherlands,none,none,none,suite,double_room,stayed_more_than_a_week,group_trip,room_with_view
Prinsengracht 315 331 Amsterdam City Center 1016 GZ Amsterdam Netherlands,none,none,none,suite,king_room,stayed_more_than_a_week,family_trip,none
Prinsengracht 444 Amsterdam City Center 1017 KE Amsterdam Netherlands,none,none,none,penthouse_suite,double_room,stayed_more_than_a_week,group_trip,canal_view
Prinsengracht 587 Amsterdam City Center 1067 HT Amsterdam Netherlands,none,none,none,none,king_room,stayed_more_than_a_week,group_trip,canal_view
Prinsengracht 717 Amsterdam City Center 1017 JW Amsterdam Netherlands,none,none,none,suite,more_than_one_room,stayed_less_than_a_week,family_trip,none
Prinses Irenestraat 30 Zuideramstel 1077 WX Amsterdam Netherlands,none,none,none,none,double_room,stayed_less_than_a_week,business_trip,none
Professor Tulpplein 1 Amsterdam City Center 1018 GX Amsterdam Netherlands,none,none,none,suite,none,stayed_less_than_a_week,family_trip,city_view
Proven als 10 Sant Mart 08019 Barcelona Spain,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Provenza 195 Eixample 08008 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
Provincialeweg 38 Zuidoost 1108 AB Amsterdam Netherlands,none,none,none,none,twin_room,stayed_less_than_a_week,group_trip,none
Putget 68 Sarri St Gervasi 08023 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Rambla Catalunya 104 Eixample 08008 Barcelona Spain,none,none,none,apartment,double_room,stayed_more_than_a_week,family_trip,none
Rambla Catalunya 26 Eixample 08007 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Rambla Catalunya 7 9 Eixample 08007 Barcelona Spain,none,none,none,none,balcony_room,stayed_less_than_a_week,family_trip,none
Rambla de Catalunya 76 Eixample 08008 Barcelona Spain,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Rambla del Raval 17 21 Ciutat Vella 08001 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,city_view
Ramblas 111 Ciutat Vella 08002 Barcelona Spain,none,none,none,suite,king_room,stayed_less_than_a_week,family_trip,room_with_view
Ramon Turr 196 198 Sant Mart 08005 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Rathausstra e 17 01 Innere Stadt 1010 Vienna Austria,none,none,none,suite,economy,stayed_less_than_a_week,family_trip,none
Rathstra e 24 Neustift am Walde 19 D bling 1190 Vienna Austria,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Ratschkygasse 32 12 Meidling 1120 Vienna Austria,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Rec Comtal 16 18 Ciutat Vella 08003 Barcelona Spain,none,none,none,suite,double_room,stayed_more_than_a_week,group_trip,none
Rembrandtplein 19 Amsterdam City Center 1017 CT Amsterdam Netherlands,none,none,none,none,double_room,stayed_more_than_a_week,group_trip,room_with_view
Rembrandtplein 26 36 Amsterdam City Center 1017 CV Amsterdam Netherlands,none,none,none,suite,double_room,stayed_less_than_a_week,group_trip,none
Rembrandtplein 44 Amsterdam City Center 1017 CV Amsterdam Netherlands,none,none,none,suite,twin_room,stayed_less_than_a_week,group_trip,none
Rennweg 12 03 Landstra e 1030 Vienna Austria,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Rennweg 12a 03 Landstra e 1030 Vienna Austria,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,room_with_view
Rennweg 16 03 Landstra e 1030 Vienna Austria,none,none,none,suite,deluxe_room,stayed_more_than_a_week,family_trip,none
Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,none,none,none,none,twin_room,stayed_less_than_a_week,group_trip,none
Richmond Way Hammersmith and Fulham London W14 0AX United Kingdom,none,none,none,suite,double_room,stayed_more_than_a_week,group_trip,none
Riemergasse 8 01 Innere Stadt 1010 Vienna Austria,none,none,none,studio,more_than_one_room,stayed_more_than_a_week,family_trip,none
Rilke Platz 7 04 Wieden 1040 Vienna Austria,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
Riudarenes 7 Ciutat Vella 08002 Barcelona Spain,none,none,none,suite,king_room,stayed_less_than_a_week,family_trip,none
Robert Stolz Platz 1 01 Innere Stadt 1010 Vienna Austria,none,none,none,suite,more_than_one_room,stayed_more_than_a_week,family_trip,courtyard_view
Roelof Hartstraat 1 Oud Zuid 1071 VE Amsterdam Netherlands,none,none,none,suite,superior_room,stayed_more_than_a_week,family_trip,none
Roemer Visscherstraat 8 10 Oud West 1054 EV Amsterdam Netherlands,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Roger De Lluria 21 Esq Gran Via 662 Eixample 08037 Barcelona Spain,none,none,none,none,bigger_room,stayed_less_than_a_week,family_trip,none
Roger de Ll ria 17 Eixample 08010 Barcelona Spain,spa_access,none,none,none,double_room,stayed_more_than_a_week,group_trip,none
Roger de Ll ria 60 Eixample 08009 Barcelona Spain,private_access,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Roger de Lluria 16 18 Eixample 08010 Barcelona Spain,none,none,none,none,double_room,stayed_more_than_a_week,group_trip,none
Roger de Lluria 28 Eixample 08010 Barcelona Spain,private_access,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Ronda Sant Pau 14 Ciutat Vella 08001 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Ronda Sant Pere 32 Eixample 08010 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
Ronda Sant Pere 9 Eixample 08010 Barcelona Spain,private_access,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Ronda Universitat 21 Eixample 08007 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Rooseveltplatz 15 09 Alsergrund 1090 Vienna Austria,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Rosell n 174 176 Eixample 08036 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Rossell 249 Eixample 08008 Barcelona Spain,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Rossell 265 Eixample 08008 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,city_view
Rossell 390 Eixample 08025 Barcelona Spain,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,room_with_view
Rossello 191 Eixample 08036 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Rotensterngasse 10 02 Leopoldstadt 1020 Vienna Austria,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Rotensterngasse 7a 02 Leopoldstadt 1020 Vienna Austria,none,none,none,suite,double_room,stayed_less_than_a_week,group_trip,none
Rotenturmstra e 15 01 Innere Stadt 1010 Vienna Austria,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Royal Victoria Dock Western Gateway Newham London E16 1AL United Kingdom,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
Rudolfsplatz 11 01 Innere Stadt 1010 Vienna Austria,none,none,none,none,double_room,stayed_more_than_a_week,group_trip,none
Rusland 17 Amsterdam City Center 1012 CK Amsterdam Netherlands,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Sabino de Arana 22 24 Les Corts 08028 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
San Sever 5 Ciutat Vella 08002 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Sancho de vila 32 34 Sant Mart 08018 Barcelona Spain,none,none,none,none,deluxe_room,stayed_less_than_a_week,family_trip,none
Sant Pau 9 11 Ciutat Vella 08001 Barcelona Spain,none,none,none,none,double_room,stayed_more_than_a_week,group_trip,none
Santa Rosa Esplugues 33 08950 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Santal 8 Sarri St Gervasi 08021 Barcelona Spain,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Sarphatistraat 104 Amsterdam City Center 1018 GV Amsterdam Netherlands,none,none,none,none,king_room,stayed_less_than_a_week,group_trip,room_with_view
Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,none,none,none,suite,economy,stayed_more_than_a_week,group_trip,none
Scarsdale Place Kensington Kensington and Chelsea London W8 5SY United Kingdom,none,accessibility,none,none,twin_room,stayed_more_than_a_week,family_trip,none
Sch nbrunner Schlossstra e 38 40 12 Meidling 1120 Vienna Austria,none,none,breakfast_included,none,double_room,stayed_less_than_a_week,family_trip,none
Sch nbrunner Stra e 41 05 Margareten 1050 Vienna Austria,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Schepenbergweg 50 Zuidoost 1105 AT Amsterdam Netherlands,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
Schlossallee 8 14 Penzing 1140 Vienna Austria,none,none,none,none,deluxe_room,stayed_more_than_a_week,family_trip,none
Schottenfeldgasse 74 07 Neubau 1070 Vienna Austria,none,none,none,suite,double_room,stayed_less_than_a_week,group_trip,none
Schottenring 11 01 Innere Stadt 1010 Vienna Austria,none,none,none,penthouse_suite,king_room,stayed_less_than_a_week,family_trip,none
Schottenring 24 01 Innere Stadt 1010 Vienna Austria,none,none,none,suite,deluxe_room,stayed_less_than_a_week,family_trip,none
Schottenring 3 01 Innere Stadt 1010 Vienna Austria,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Schubertring 10 12 01 Innere Stadt 1010 Vienna Austria,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Schubertring 11 01 Innere Stadt 1010 Vienna Austria,none,none,none,studio,economy,stayed_more_than_a_week,group_trip,none
Schubertring 5 7 01 Innere Stadt 1010 Vienna Austria,lounge_access,none,none,suite,deluxe_room,stayed_more_than_a_week,family_trip,none
Schulerstra e 10 01 Innere Stadt 1010 Vienna Austria,none,none,none,none,other_room,stayed_less_than_a_week,family_trip,none
Schulerstra e 14 01 Innere Stadt 1010 Vienna Austria,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Schwedenplatz 3 4 01 Innere Stadt 1010 Vienna Austria,none,none,none,none,balcony_room,stayed_less_than_a_week,group_trip,none
Sep lveda 180 Eixample 08011 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,none,none,none,apartment,double_room,stayed_more_than_a_week,family_trip,none
Silvio Pellico 4 Milan City Center 20121 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Simmeringer Hauptstra e 55 57 11 Simmering 1110 Vienna Austria,none,none,none,suite,double_room,stayed_less_than_a_week,group_trip,none
Singel 303 309 Amsterdam City Center 1012 WJ Amsterdam Netherlands,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,canal_view
Singerstra e 3 01 Innere Stadt 1010 Vienna Austria,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Sloane Square Kensington and Chelsea London SW1W 8EG United Kingdom,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Slotermeerlaan 80 Geuzenveld Slotermeer 1064 HD Amsterdam Netherlands,none,none,none,none,twin_room,stayed_less_than_a_week,group_trip,none
Sonnenhofgasse 8 10 05 Margareten 1050 Vienna Austria,none,none,none,none,double_room,stayed_more_than_a_week,group_trip,none
Sonnwendgasse 15 10 Favoriten 1100 Vienna Austria,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Sonnwendgasse 8 10 Favoriten 1100 Vienna Austria,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
South Quay Marsh Wall Tower Hamlets London E14 9SH United Kingdom,lounge_access,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Southampton Row Bloomsbury Camden London WC1B 4AR United Kingdom,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Spaarndammerdijk 304 Westerpark 1013 ZX Amsterdam Netherlands,none,none,none,suite,bigger_room,stayed_less_than_a_week,family_trip,none
Spuistraat 175 Amsterdam City Center 1012 VN Amsterdam Netherlands,none,none,none,suite,king_room,stayed_more_than_a_week,group_trip,canal_view
Spuistraat 288 292 Amsterdam City Center 1012 VX Amsterdam Netherlands,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,room_with_view
St James s Place Westminster Borough London SW1A 1NJ United Kingdom,none,none,none,suite,queen_room,stayed_more_than_a_week,family_trip,none
St Katherines Way Tower Hamlets London E1W 1LD United Kingdom,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,room_with_view
Staalmeesterslaan 410 Slotervaart 1057 PH Amsterdam Netherlands,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,city_view
Stadhouderskade 12 Oud West 1054 ES Amsterdam Netherlands,lounge_access,none,free_wifi,none,deluxe_room,stayed_more_than_a_week,family_trip,none
Stadhouderskade 25 Oud Zuid 1071 ZD Amsterdam Netherlands,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Stadhouderskade 7 Oud West 1054 ES Amsterdam Netherlands,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,room_with_view
Stephansplatz 12 01 Innere Stadt 1010 Vienna Austria,none,none,none,suite,none,stayed_more_than_a_week,family_trip,city_view
Stephansplatz 9 01 Innere Stadt 1010 Vienna Austria,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,room_with_view
Strand Westminster Borough London WC2R 0EU United Kingdom,none,none,none,suite,queen_room,stayed_less_than_a_week,family_trip,river_view
Stratton Street Mayfair Westminster Borough London W1J 8LT United Kingdom,none,none,none,suite,king_room,stayed_more_than_a_week,family_trip,none
Stubenring 2 01 Innere Stadt 1010 Vienna Austria,none,none,none,suite,double_room,stayed_less_than_a_week,group_trip,none
Taborstra e 12 02 Leopoldstadt 1020 Vienna Austria,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,courtyard_view
Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,none,none,none,apartment,single_room,stayed_less_than_a_week,family_trip,courtyard_view
The Strand Westminster Borough London WC2N 5HX United Kingdom,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Tiefer Graben 14 20 01 Innere Stadt 1010 Vienna Austria,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Tilling Road London NW2 1LP United Kingdom,none,accessibility,none,none,other_room,stayed_more_than_a_week,family_trip,none
Tower Bridge Road Southwark London SE1 3UN United Kingdom,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Travessera de les Corts 150 152 Les Corts 08028 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Ungargasse 60 03 Landstra e 1030 Vienna Austria,lounge_access,none,breakfast_included,none,double_room,stayed_less_than_a_week,family_trip,none
Uraniastra e 2 01 Innere Stadt 1010 Vienna Austria,none,none,none,studio,more_than_one_room,stayed_more_than_a_week,group_trip,city_view
V a Augusta 127 Sarri St Gervasi 08006 Barcelona Spain,none,none,none,none,twin_room,stayed_less_than_a_week,family_trip,none
V a Laietana 69 Ciutat Vella 08003 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,city_view
Valencia 157 Eixample 08011 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Van Baerlestraat 27 Oud Zuid 1071 AN Amsterdam Netherlands,none,none,none,suite,deluxe_room,stayed_more_than_a_week,family_trip,none
Van Leijenberghlaan 221 Zuideramstel 1082 GG Amsterdam Netherlands,none,none,none,none,double_room,stayed_more_than_a_week,group_trip,none
Via A de Tocqueville 7 D Garibaldi Station 20154 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,business_trip,none
Via Albricci 2 4 Milan City Center 20122 Milan Italy,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Via Andegari 9 Milan City Center 20121 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Via Angelo Carlo Fumagalli 4 Navigli 20143 Milan Italy,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Via Augusta 5 08006 Barcelona Spain,none,none,none,none,double_room,stayed_more_than_a_week,group_trip,none
Via Baracchini 12 Milan City Center 20123 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Via Camperio 9 Milan City Center 20123 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,group_trip,none
Via Carlo Goldoni 33 Citt Studi 20129 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
